"ID";"method";"file";"N";"M";"DIST";"kvar_obj";"kmeans_obj";"means_obj";"sd_obj"
"A3M6E2F7";"k-means-exchange";"N252_M2_normal-wide_A3M6E2F7";252;2;"normal-wide";14215.8808816107;1968.3423818011;0.00058660807773318;0.253241333232027
"A3M6E2F7";"kplus";"N252_M2_normal-wide_A3M6E2F7";252;2;"normal-wide";14304.0207350132;1968.34139375606;0.00365026438398901;0.000497693571607227
"A3M6E2F7";"random";"N252_M2_normal-wide_A3M6E2F7";252;2;"normal-wide";14090.2163384047;1939.77290767726;0.638846864096835;0.477024151960964
"A3Y6C7U1";"ace-exchange";"N24_M4_normal-wide_A3Y6C7U1";24;4;"normal-wide";2863.78519384127;377.678107062477;0.447458470503113;1.13310516259633
"A3Y6C7U1";"k-means-exchange";"N24_M4_normal-wide_A3Y6C7U1";24;4;"normal-wide";2517.30396669525;379.742326452056;0.297065633950943;1.87400294204385
"A3Y6C7U1";"kplus";"N24_M4_normal-wide_A3Y6C7U1";24;4;"normal-wide";3124.24852327316;355.863539161154;1.20956825240777;0.400027183247454
"A3Y6C7U1";"random";"N24_M4_normal-wide_A3Y6C7U1";24;4;"normal-wide";2654.15709680264;311.999246966574;2.04841751657568;1.34181299325706
"A4C2Y5B1";"ace-exchange";"N48_M1_normal-wide_A4C2Y5B1";48;1;"normal-wide";1492.16651800897;187.202245728006;0.140631064456355;0.68493476911249
"A4C2Y5B1";"k-means-exchange";"N48_M1_normal-wide_A4C2Y5B1";48;1;"normal-wide";1433.82404504178;187.371557889419;0.00302234209222835;1.1454304687847
"A4C2Y5B1";"kplus";"N48_M1_normal-wide_A4C2Y5B1";48;1;"normal-wide";1548.58050245362;187.371201480808;0.00760219414837987;0.00109188069226995
"A4C2Y5B1";"random";"N48_M1_normal-wide_A4C2Y5B1";48;1;"normal-wide";1472.01267227455;186.194574208157;0.364805662579276;0.94993108672846
"A4M8J0O9";"ace-exchange";"N240_M4_uniform_A4M8J0O9";240;4;"uniform";5.50109962563019;83.7288692851725;0.00263778678878827;0.00791284872931172
"A4M8J0O9";"k-means-exchange";"N240_M4_uniform_A4M8J0O9";240;4;"uniform";5.37663424548588;83.7298318122576;0.00108731097037285;0.0527563438737695
"A4M8J0O9";"kplus";"N240_M4_uniform_A4M8J0O9";240;4;"uniform";5.50363824892825;83.7297574969374;0.00123971839105561;0.00300667408078348
"A4M8J0O9";"random";"N240_M4_uniform_A4M8J0O9";240;4;"uniform";5.45449152187117;82.1699760060467;0.100350678541387;0.0285121796591043
"A5L1R2S4";"ace-exchange";"N24_M1_normal_A5L1R2S4";24;1;"normal";69.9738029587986;36.94879469887;0.266946893726136;0.584938501741494
"A5L1R2S4";"k-means-exchange";"N24_M1_normal_A5L1R2S4";24;1;"normal";51.4478420819583;37.2180813913525;0.00737682107166897;1.25973217659306
"A5L1R2S4";"kplus";"N24_M1_normal_A5L1R2S4";24;1;"normal";78.038562713207;37.117159513401;0.156813469480746;0.0378748355774059
"A5L1R2S4";"random";"N24_M1_normal_A5L1R2S4";24;1;"normal";71.1702113816702;33.5994699665398;1.07613152167724;0.569437936733291
"A5N6S3G8";"ace-exchange";"N156_M1_normal-wide_A5N6S3G8";156;1;"normal-wide";5794.09155391662;619.835004489953;0.1016701066257;0.210467306955834
"A5N6S3G8";"k-means-exchange";"N156_M1_normal-wide_A5N6S3G8";156;1;"normal-wide";5612.96548367569;620.054125228087;5.29404927788746e-05;0.774084613789867
"A5N6S3G8";"kplus";"N156_M1_normal-wide_A5N6S3G8";156;1;"normal-wide";5808.8293075761;620.054122154962;0.000371907669890842;3.74574052832699e-05
"A5N6S3G8";"random";"N156_M1_normal-wide_A5N6S3G8";156;1;"normal-wide";5774.87709273799;609.593050289191;0.678302281820474;0.364457799366033
"A6I2W1X9";"ace-exchange";"N168_M1_normal-wide_A6I2W1X9";168;1;"normal-wide";3704.02797574781;542.653620484065;0.0398488605206606;0.0856809911018952
"A6I2W1X9";"k-means-exchange";"N168_M1_normal-wide_A6I2W1X9";168;1;"normal-wide";3604.85218771116;542.71215092825;1.33091375550676e-05;0.521220129963111
"A6I2W1X9";"kplus";"N168_M1_normal-wide_A6I2W1X9";168;1;"normal-wide";3706.65097359344;542.712150447866;0.000150970299890724;3.21101343574437e-05
"A6I2W1X9";"random";"N168_M1_normal-wide_A6I2W1X9";168;1;"normal-wide";3520.43249539071;530.950618542129;0.689097741805304;0.765530267140976
"A6U0C8Q3";"ace-exchange";"N300_M1_normal-wide_A6U0C8Q3";300;1;"normal-wide";8602.80477408338;1216.4772222079;0.015391604863196;0.0615289882518368
"A6U0C8Q3";"k-means-exchange";"N300_M1_normal-wide_A6U0C8Q3";300;1;"normal-wide";8484.21174189683;1216.48916861327;2.01813896952285e-06;0.409784188368546
"A6U0C8Q3";"kplus";"N300_M1_normal-wide_A6U0C8Q3";300;1;"normal-wide";8605.09731717084;1216.48916860659;1.24349307896732e-05;3.80745321715281e-06
"A6U0C8Q3";"random";"N300_M1_normal-wide_A6U0C8Q3";300;1;"normal-wide";8521.95184060147;1193.60602415906;0.763433782679874;0.333306070613642
"A8Q3M4B9";"ace-exchange";"N24_M1_normal-wide_A8Q3M4B9";24;1;"normal-wide";439.363305523234;86.3726135059807;0.110993456473894;1.34337979186093
"A8Q3M4B9";"k-means-exchange";"N24_M1_normal-wide_A8Q3M4B9";24;1;"normal-wide";462.45441602485;86.4188876670102;0.00882972916258168;0.982958471276185
"A8Q3M4B9";"kplus";"N24_M1_normal-wide_A8Q3M4B9";24;1;"normal-wide";508.849860160486;86.4071184114987;0.0568812627191461;0.0172894435626234
"A8Q3M4B9";"random";"N24_M1_normal-wide_A8Q3M4B9";24;1;"normal-wide";417.390470757657;76.7882518298716;1.72962516131286;1.35325441206484
"A8R0J9Z4";"ace-exchange";"N216_M1_uniform_A8R0J9Z4";216;1;"uniform";1.21429072267759;18.1019902757274;0.0036229633303636;0.00117748348446595
"A8R0J9Z4";"k-means-exchange";"N216_M1_uniform_A8R0J9Z4";216;1;"uniform";1.18035670424984;18.1023798035965;3.0845015620562e-06;0.0560355346066108
"A8R0J9Z4";"kplus";"N216_M1_uniform_A8R0J9Z4";216;1;"uniform";1.21430714620415;18.102379801714;8.84467994599625e-06;3.45950172369602e-05
"A8R0J9Z4";"random";"N216_M1_uniform_A8R0J9Z4";216;1;"uniform";1.20086174798094;18.0356756718055;0.0478809064780189;0.0360470392574759
"A9C1W4Q2";"ace-exchange";"N276_M3_normal-wide_A9C1W4Q2";276;3;"normal-wide";27886.470779653;3275.7836515585;0.036096428976293;0.135320499256885
"A9C1W4Q2";"k-means-exchange";"N276_M3_normal-wide_A9C1W4Q2";276;3;"normal-wide";27522.5414667557;3275.94178788662;0.00256183642640907;0.410087655381882
"A9C1W4Q2";"kplus";"N276_M3_normal-wide_A9C1W4Q2";276;3;"normal-wide";27920.3817137602;3275.93529285601;0.00652130146207792;0.00170471744569715
"A9C1W4Q2";"random";"N276_M3_normal-wide_A9C1W4Q2";276;3;"normal-wide";27603.3760875824;3247.28200436711;0.412084494351905;0.353652123448408
"A9U5V8Q2";"ace-exchange";"N132_M1_uniform_A9U5V8Q2";132;1;"uniform";0.758898417236175;10.1348360999538;0.00533977021096332;0.00254948407167982
"A9U5V8Q2";"k-means-exchange";"N132_M1_uniform_A9U5V8Q2";132;1;"uniform";0.75706372774592;10.1354384628663;5.93433805706756e-06;0.0187614439281013
"A9U5V8Q2";"kplus";"N132_M1_uniform_A9U5V8Q2";132;1;"uniform";0.758933359464794;10.1354384527987;2.42375571168907e-05;0.000139661213583164
"A9U5V8Q2";"random";"N132_M1_uniform_A9U5V8Q2";132;1;"uniform";0.742760283534703;10.0390081231779;0.0707988990541322;0.0576607372837318
"A9V0R8Y4";"ace-exchange";"N288_M4_normal-wide_A9V0R8Y4";288;4;"normal-wide";44656.8840809866;4949.69769056601;0.0210305253407008;0.163738012261092
"A9V0R8Y4";"k-means-exchange";"N288_M4_normal-wide_A9V0R8Y4";288;4;"normal-wide";44376.1578775644;4949.78355386267;0.00380335697773063;0.324801416568748
"A9V0R8Y4";"kplus";"N288_M4_normal-wide_A9V0R8Y4";288;4;"normal-wide";44736.8314080886;4949.7581176259;0.0118504172591847;0.00443758085100443
"A9V0R8Y4";"random";"N288_M4_normal-wide_A9V0R8Y4";288;4;"normal-wide";44518.5052846851;4887.68726600261;0.587699708117584;0.266287025032538
"A9W2T1C6";"ace-exchange";"N276_M4_normal-wide_A9W2T1C6";276;4;"normal-wide";37264.5335858473;4394.1605660783;0.0367019035929008;0.091574275739241
"A9W2T1C6";"k-means-exchange";"N276_M4_normal-wide_A9W2T1C6";276;4;"normal-wide";36735.8178455324;4394.37609410295;0.00654157987920529;0.436680585543356
"A9W2T1C6";"kplus";"N276_M4_normal-wide_A9W2T1C6";276;4;"normal-wide";37295.9844689192;4394.34703478083;0.0135676587823789;0.00512933192429998
"A9W2T1C6";"random";"N276_M4_normal-wide_A9W2T1C6";276;4;"normal-wide";36991.2718914586;4348.73647710404;0.495858496517052;0.345496219748812
"B0A3W7Q5";"ace-exchange";"N120_M2_uniform_B0A3W7Q5";120;2;"uniform";1.33020755859564;20.8296254646944;0.0035335270377497;0.00866594259703687
"B0A3W7Q5";"k-means-exchange";"N120_M2_uniform_B0A3W7Q5";120;2;"uniform";1.31699397330469;20.8300934384826;0.000398389828236118;0.0354412772523344
"B0A3W7Q5";"kplus";"N120_M2_uniform_B0A3W7Q5";120;2;"uniform";1.33136182854243;20.8300834910942;0.000688929793735443;0.00175946991289652
"B0A3W7Q5";"random";"N120_M2_uniform_B0A3W7Q5";120;2;"uniform";1.29282713040651;20.4294557438016;0.101851091731805;0.0579417893267104
"B0J5F6T7";"ace-exchange";"N204_M1_uniform_B0J5F6T7";204;1;"uniform";1.03365055780224;15.4884146009553;0.00175355154308754;0.00320159106587004
"B0J5F6T7";"k-means-exchange";"N204_M1_uniform_B0J5F6T7";204;1;"uniform";1.02850650728348;15.4885103508559;4.75726875603932e-06;0.0258752660975876
"B0J5F6T7";"kplus";"N204_M1_uniform_B0J5F6T7";204;1;"uniform";1.03373560273208;15.4885103510869;2.67309666279747e-06;1.7165644360384e-05
"B0J5F6T7";"random";"N204_M1_uniform_B0J5F6T7";204;1;"uniform";1.03132752241027;14.729527105965;0.162353684331345;0.0196650875638848
"B0M9J3I2";"ace-exchange";"N216_M4_normal-wide_B0M9J3I2";216;4;"normal-wide";28324.8765215564;3548.48419928438;0.03854300049247;0.124795087696877
"B0M9J3I2";"k-means-exchange";"N216_M4_normal-wide_B0M9J3I2";216;4;"normal-wide";28080.1534681923;3548.68588181402;0.00739772063541757;0.360978353084015
"B0M9J3I2";"kplus";"N216_M4_normal-wide_B0M9J3I2";216;4;"normal-wide";28365.4856324202;3548.60683418986;0.0251302988572374;0.00441750291273602
"B0M9J3I2";"random";"N216_M4_normal-wide_B0M9J3I2";216;4;"normal-wide";28147.8884302195;3514.44977764003;0.499944878143746;0.328202235138066
"B1E8F2T5";"ace-exchange";"N144_M1_normal-wide_B1E8F2T5";144;1;"normal-wide";4404.00399060328;578.584614504078;0.0508599105091279;0.168143848459275
"B1E8F2T5";"k-means-exchange";"N144_M1_normal-wide_B1E8F2T5";144;1;"normal-wide";4285.64350779177;578.638637176526;6.34828107309027e-05;0.665349264257779
"B1E8F2T5";"kplus";"N144_M1_normal-wide_B1E8F2T5";144;1;"normal-wide";4413.30045361957;578.638636853092;0.000147532177883658;9.2548130097736e-05
"B1E8F2T5";"random";"N144_M1_normal-wide_B1E8F2T5";144;1;"normal-wide";4288.90565309996;542.286704299351;1.20929413840396;0.642133720244601
"B1M4Z9S5";"ace-exchange";"N240_M3_normal-wide_B1M4Z9S5";240;3;"normal-wide";22723.0330038502;3148.92684346857;0.0285640890749299;0.0605841387674541
"B1M4Z9S5";"k-means-exchange";"N240_M3_normal-wide_B1M4Z9S5";240;3;"normal-wide";22443.2029054858;3149.02343714118;0.00436891123271684;0.391036807640346
"B1M4Z9S5";"kplus";"N240_M3_normal-wide_B1M4Z9S5";240;3;"normal-wide";22733.0542992691;3149.01190701277;0.0105219139096001;0.00210125080684283
"B1M4Z9S5";"random";"N240_M3_normal-wide_B1M4Z9S5";240;3;"normal-wide";22408.131767438;3128.85807683006;0.38553409702063;0.385485239936552
"B2Y8Q5P9";"ace-exchange";"N96_M2_uniform_B2Y8Q5P9";96;2;"uniform";1.04035450132794;17.6286160970955;0.00773432427376972;0.0124666524777787
"B2Y8Q5P9";"k-means-exchange";"N96_M2_uniform_B2Y8Q5P9";96;2;"uniform";1.01932807644558;17.6306867551088;0.000704174681838199;0.0425021742990207
"B2Y8Q5P9";"kplus";"N96_M2_uniform_B2Y8Q5P9";96;2;"uniform";1.04218020803816;17.6306613180575;0.00120219299181673;0.00315906456911477
"B2Y8Q5P9";"random";"N96_M2_uniform_B2Y8Q5P9";96;2;"uniform";1.01572144369211;17.1849664116203;0.11663587319102;0.0468329191110367
"B3G9C8V1";"ace-exchange";"N108_M2_normal-wide_B3G9C8V1";108;2;"normal-wide";6647.15847847944;874.614451830773;0.0406368384563154;0.239566670596687
"B3G9C8V1";"k-means-exchange";"N108_M2_normal-wide_B3G9C8V1";108;2;"normal-wide";6513.46851278061;874.66920231678;0.00511543596388412;0.545959262662916
"B3G9C8V1";"kplus";"N108_M2_normal-wide_B3G9C8V1";108;2;"normal-wide";6680.41821366494;874.663985261971;0.0132867712212967;0.00309388299666935
"B3G9C8V1";"random";"N108_M2_normal-wide_B3G9C8V1";108;2;"normal-wide";6323.89808092439;861.062344030135;0.570091204027814;0.782962612409432
"B3V1M9P0";"ace-exchange";"N216_M2_normal-wide_B3V1M9P0";216;2;"normal-wide";11125.0527029234;1524.55471051034;0.0270420463855319;0.0848866034777482
"B3V1M9P0";"k-means-exchange";"N216_M2_normal-wide_B3V1M9P0";216;2;"normal-wide";11072.5963497745;1524.60278275197;0.00104067451768144;0.254720745942459
"B3V1M9P0";"kplus";"N216_M2_normal-wide_B3V1M9P0";216;2;"normal-wide";11132.5388871632;1524.60213251828;0.00320981934321356;0.000775476332328995
"B3V1M9P0";"random";"N216_M2_normal-wide_B3V1M9P0";216;2;"normal-wide";10987.859865972;1506.86746997714;0.54959995781666;0.42347974343635
"B4J2U8I9";"ace-exchange";"N216_M2_normal-wide_B4J2U8I9";216;2;"normal-wide";9185.67992939156;1548.7493508811;0.0182476380639808;0.102695587592379
"B4J2U8I9";"k-means-exchange";"N216_M2_normal-wide_B4J2U8I9";216;2;"normal-wide";9028.02077444075;1548.76908014876;0.00089116182377369;0.426627846671151
"B4J2U8I9";"kplus";"N216_M2_normal-wide_B4J2U8I9";216;2;"normal-wide";9195.12648357927;1548.76865039808;0.00255191282607992;0.00116847379683482
"B4J2U8I9";"random";"N216_M2_normal-wide_B4J2U8I9";216;2;"normal-wide";9044.76655963664;1516.71253316374;0.575706374231109;0.317955718422916
"B5T4Z8N3";"ace-exchange";"N156_M4_normal_B5T4Z8N3";156;4;"normal";1308.31181630751;646.042327715254;0.0344669236140401;0.080202486032235
"B5T4Z8N3";"k-means-exchange";"N156_M4_normal_B5T4Z8N3";156;4;"normal";1287.69731340072;646.163312468954;0.00884560381226063;0.244586985244701
"B5T4Z8N3";"kplus";"N156_M4_normal_B5T4Z8N3";156;4;"normal";1311.0855668102;646.156910759847;0.011044704249223;0.0048671691888085
"B5T4Z8N3";"random";"N156_M4_normal_B5T4Z8N3";156;4;"normal";1281.61312540118;627.914816737419;0.425078871487505;0.242041496747496
"B6E1Q3C5";"ace-exchange";"N300_M2_uniform_B6E1Q3C5";300;2;"uniform";3.47058099509929;51.8965069857619;0.00148667143968245;0.00159511192461673
"B6E1Q3C5";"k-means-exchange";"N300_M2_uniform_B6E1Q3C5";300;2;"uniform";3.4424417518485;51.8966996130904;0.000117445313371711;0.0300056217944702
"B6E1Q3C5";"kplus";"N300_M2_uniform_B6E1Q3C5";300;2;"uniform";3.47067025523417;51.8967001950486;8.36992093051492e-05;0.00035313632862799
"B6E1Q3C5";"random";"N300_M2_uniform_B6E1Q3C5";300;2;"uniform";3.43213178108696;51.5116814168733;0.0625001527400066;0.0348905149489579
"B6Q5H9X0";"ace-exchange";"N264_M4_normal-wide_B6Q5H9X0";264;4;"normal-wide";33123.2169843192;4281.48861717837;0.0328666995882249;0.100397671144547
"B6Q5H9X0";"k-means-exchange";"N264_M4_normal-wide_B6Q5H9X0";264;4;"normal-wide";32890.7259309233;4281.64104807351;0.00810292889212029;0.313496374543704
"B6Q5H9X0";"kplus";"N264_M4_normal-wide_B6Q5H9X0";264;4;"normal-wide";33154.9579567018;4281.60651401505;0.0164925414801828;0.00328520983174213
"B6Q5H9X0";"random";"N264_M4_normal-wide_B6Q5H9X0";264;4;"normal-wide";32985.7878344588;4223.86528072314;0.589086470135024;0.254620602588582
"B7L9R0F1";"ace-exchange";"N192_M3_normal_B7L9R0F1";192;3;"normal";1207.17488396855;592.764665896965;0.0179614477470228;0.0669139432349065
"B7L9R0F1";"k-means-exchange";"N192_M3_normal_B7L9R0F1";192;3;"normal";1202.46334830844;592.807007249688;0.00283755003189482;0.12823713684011
"B7L9R0F1";"kplus";"N192_M3_normal_B7L9R0F1";192;3;"normal";1208.92240266115;592.805599437859;0.00473690245713294;0.00330099287479298
"B7L9R0F1";"random";"N192_M3_normal_B7L9R0F1";192;3;"normal";1197.28499297566;586.073271757236;0.220189473657685;0.185381438691963
"B9A8R3F7";"ace-exchange";"N132_M1_normal_B9A8R3F7";132;1;"normal";284.75946275146;126.700382164629;0.0609581568408884;0.102831686590854
"B9A8R3F7";"k-means-exchange";"N132_M1_normal_B9A8R3F7";132;1;"normal";268.599123882755;126.766214292635;3.98570075240412e-05;0.441618117353541
"B9A8R3F7";"kplus";"N132_M1_normal_B9A8R3F7";132;1;"normal";285.443812878624;126.766214189818;8.57220631072242e-05;0.000155234896280887
"B9A8R3F7";"random";"N132_M1_normal_B9A8R3F7";132;1;"normal";280.361127581072;120.75527085774;0.588868983008284;0.234993648010042
"B9Q8D6W7";"ace-exchange";"N288_M3_normal-wide_B9Q8D6W7";288;3;"normal-wide";23558.6851721982;3357.25359666598;0.0160902924097511;0.0827026392469159
"B9Q8D6W7";"k-means-exchange";"N288_M3_normal-wide_B9Q8D6W7";288;3;"normal-wide";23337.756442568;3357.2903192528;0.00245523639076965;0.345427167060506
"B9Q8D6W7";"kplus";"N288_M3_normal-wide_B9Q8D6W7";288;3;"normal-wide";23575.1651209235;3357.28498639592;0.00549061016699849;0.00179744417859521
"B9Q8D6W7";"random";"N288_M3_normal-wide_B9Q8D6W7";288;3;"normal-wide";23475.8496001464;3315.35188564883;0.579521734463159;0.221748292887063
"C0L8B3J2";"ace-exchange";"N216_M2_normal_C0L8B3J2";216;2;"normal";880.842738498133;421.550525134717;0.00844794075965268;0.0295801484502047
"C0L8B3J2";"k-means-exchange";"N216_M2_normal_C0L8B3J2";216;2;"normal";861.033694628995;421.555695712016;0.000340266747925027;0.252159149724126
"C0L8B3J2";"kplus";"N216_M2_normal_C0L8B3J2";216;2;"normal";881.083584084754;421.555664168499;0.000691614101167824;0.000446067507121339
"C0L8B3J2";"random";"N216_M2_normal_C0L8B3J2";216;2;"normal";878.708498284759;419.373532721461;0.146825856774888;0.0952007263154029
"C1G8F5B0";"ace-exchange";"N264_M3_uniform_C1G8F5B0";264;3;"uniform";4.37680823223853;61.7658908567684;0.00222293843369407;0.00589972487688347
"C1G8F5B0";"k-means-exchange";"N264_M3_uniform_C1G8F5B0";264;3;"uniform";4.33905112895342;61.7665012746797;0.000529711006557317;0.0307283234099007
"C1G8F5B0";"kplus";"N264_M3_uniform_C1G8F5B0";264;3;"uniform";4.37835671164723;61.7664972268859;0.000456303352198391;0.00155414163140658
"C1G8F5B0";"random";"N264_M3_uniform_C1G8F5B0";264;3;"uniform";4.35195466742516;60.6295855565154;0.0932808425653763;0.0221510268777863
"C1N9V6M8";"ace-exchange";"N84_M2_normal-wide_C1N9V6M8";84;2;"normal-wide";8715.52189237488;756.569506897816;0.0721286532401078;0.41791177551642
"C1N9V6M8";"k-means-exchange";"N84_M2_normal-wide_C1N9V6M8";84;2;"normal-wide";8349.42068894893;756.75079756491;0.00660226900115576;1.04114876783268
"C1N9V6M8";"kplus";"N84_M2_normal-wide_C1N9V6M8";84;2;"normal-wide";8791.72998299185;756.729562613242;0.0295522811983809;0.00233796824499177
"C1N9V6M8";"random";"N84_M2_normal-wide_C1N9V6M8";84;2;"normal-wide";8212.88582780128;725.57361416282;1.0967675578979;1.08521988878312
"C2P1O7T6";"ace-exchange";"N108_M1_normal-wide_C2P1O7T6";108;1;"normal-wide";3257.74255542202;426.678865979558;0.139526448371757;0.0777784142386846
"C2P1O7T6";"k-means-exchange";"N108_M1_normal-wide_C2P1O7T6";108;1;"normal-wide";3218.14550454907;427.022891749898;5.48037644479365e-05;0.399027578786165
"C2P1O7T6";"kplus";"N108_M1_normal-wide_C2P1O7T6";108;1;"normal-wide";3259.28895583218;427.022881041141;0.000791423337201079;4.32098683367244e-05
"C2P1O7T6";"random";"N108_M1_normal-wide_C2P1O7T6";108;1;"normal-wide";3215.22503647817;416.572454870857;0.802681675583304;0.385736037833589
"C3N2G0O7";"ace-exchange";"N300_M2_normal-wide_C3N2G0O7";300;2;"normal-wide";17867.0730323428;2440.80686869104;0.0156327397637032;0.0584114356241917
"C3N2G0O7";"k-means-exchange";"N300_M2_normal-wide_C3N2G0O7";300;2;"normal-wide";17639.5763147963;2440.8269973052;0.000198409693817004;0.392448974190115
"C3N2G0O7";"kplus";"N300_M2_normal-wide_C3N2G0O7";300;2;"normal-wide";17874.6547792105;2440.82695399448;0.000689994327665857;0.00059546745181116
"C3N2G0O7";"random";"N300_M2_normal-wide_C3N2G0O7";300;2;"normal-wide";17765.0737390849;2417.88042195456;0.448858759976944;0.282220628553033
"C4O8W3Q6";"ace-exchange";"N192_M2_normal_C4O8W3Q6";192;2;"normal";557.518858455536;356.91658451409;0.010855694021408;0.0324525876741578
"C4O8W3Q6";"k-means-exchange";"N192_M2_normal_C4O8W3Q6";192;2;"normal";548.384052728275;356.924180827645;0.000507118880487622;0.198944551703411
"C4O8W3Q6";"kplus";"N192_M2_normal_C4O8W3Q6";192;2;"normal";557.741306849658;356.924134066385;0.0010024045688472;0.000601243476021529
"C4O8W3Q6";"random";"N192_M2_normal_C4O8W3Q6";192;2;"normal";550.292208554086;348.404410779702;0.318263410195301;0.171025706929384
"C5N0D8S3";"ace-exchange";"N288_M3_uniform_C5N0D8S3";288;3;"uniform";5.04262073909883;75.1129500133679;0.00186574917622943;0.00279728953458349
"C5N0D8S3";"k-means-exchange";"N288_M3_uniform_C5N0D8S3";288;3;"uniform";5.01237013069726;75.1134399535038;0.000353471993649805;0.0219222087327663
"C5N0D8S3";"kplus";"N288_M3_uniform_C5N0D8S3";288;3;"uniform";5.04307386327062;75.113378883981;0.000797458715236732;0.00104887089395452
"C5N0D8S3";"random";"N288_M3_uniform_C5N0D8S3";288;3;"uniform";5.02757700595423;73.9488171987489;0.0908302086151067;0.0221407313125226
