"file";"ID";"N";"M";"DIST";"method";"result"
"N252_M5_normal_D1R8T3A9";"D1R8T3A9";252;5;"normal";"random";"3, 1, 2, 1, 2, 3, 2, 3, 3, 1, 1, 1, 2, 3, 3, 4, 2, 2, 4, 1, 4, 4, 4, 3, 4, 1, 1, 3, 2, 3, 3, 1, 3, 3, 1, 2, 3, 2, 3, 1, 1, 3, 2, 2, 4, 4, 4, 1, 1, 1, 4, 1, 4, 1, 1, 1, 2, 1, 2, 3, 2, 4, 2, 1, 4, 3, 2, 1, 3, 2, 3, 1, 2, 4, 4, 3, 4, 3, 1, 4, 3, 1, 1, 2, 2, 1, 1, 4, 4, 4, 1, 3, 3, 3, 1, 4, 2, 1, 1, 2, 2, 2, 3, 2, 3, 3, 3, 4, 1, 2, 2, 4, 3, 4, 1, 1, 1, 2, 4, 2, 4, 4, 4, 2, 3, 2, 4, 1, 2, 4, 4, 1, 3, 4, 2, 4, 3, 3, 1, 4, 4, 2, 2, 2, 2, 4, 2, 2, 1, 1, 3, 3, 1, 2, 1, 1, 2, 2, 4, 3, 2, 3, 3, 4, 3, 1, 2, 4, 1, 4, 3, 3, 3, 2, 1, 4, 3, 4, 4, 4, 4, 4, 3, 4, 2, 2, 3, 1, 2, 4, 4, 3, 3, 1, 1, 1, 2, 2, 4, 1, 3, 2, 1, 1, 4, 2, 2, 1, 3, 4, 2, 1, 4, 1, 3, 3, 1, 4, 2, 3, 2, 1, 4, 4, 3, 4, 3, 2, 2, 3, 4, 4, 2, 3, 4, 3, 3, 4, 4, 2, 1, 2, 1, 4, 3, 1, 2, 3, 2, 1, 3, 3"
"N48_M7_normal_N7S9I2H1";"N7S9I2H1";48;7;"normal";"ace-exchange";"1, 2, 2, 1, 3, 3, 1, 3, 2, 3, 4, 4, 2, 2, 3, 4, 4, 2, 1, 4, 1, 3, 1, 3, 3, 4, 1, 4, 2, 2, 1, 3, 1, 2, 1, 4, 3, 4, 3, 3, 2, 4, 4, 2, 1, 4, 1, 2"
"N48_M7_normal_N7S9I2H1";"N7S9I2H1";48;7;"normal";"k-means-exchange";"1, 1, 4, 1, 4, 1, 2, 4, 2, 2, 2, 3, 2, 4, 4, 3, 1, 2, 2, 1, 2, 3, 2, 1, 3, 1, 4, 2, 3, 3, 1, 2, 3, 1, 3, 4, 1, 2, 4, 1, 4, 3, 3, 4, 3, 4, 4, 3"
"N48_M7_normal_N7S9I2H1";"N7S9I2H1";48;7;"normal";"kplus";"1, 1, 3, 2, 2, 4, 4, 4, 1, 2, 2, 4, 2, 3, 3, 1, 2, 1, 1, 3, 1, 2, 3, 3, 2, 1, 2, 3, 4, 4, 4, 3, 1, 1, 3, 4, 2, 2, 3, 4, 1, 4, 1, 2, 3, 4, 3, 4"
"N48_M7_normal_N7S9I2H1";"N7S9I2H1";48;7;"normal";"random";"2, 3, 1, 2, 3, 2, 4, 4, 3, 1, 2, 4, 3, 3, 2, 4, 1, 4, 1, 4, 2, 1, 4, 1, 2, 3, 2, 3, 4, 3, 4, 1, 4, 2, 4, 1, 2, 3, 1, 1, 2, 1, 1, 2, 4, 3, 3, 3"
"N96_M8_normal-wide_N1T6P8S7";"N1T6P8S7";96;8;"normal-wide";"ace-exchange";"3, 2, 2, 2, 3, 1, 3, 3, 4, 1, 2, 3, 3, 2, 2, 1, 3, 4, 4, 4, 3, 1, 4, 1, 2, 4, 4, 3, 4, 4, 4, 2, 4, 1, 3, 3, 3, 2, 1, 3, 3, 4, 1, 3, 3, 2, 1, 2, 3, 2, 3, 4, 4, 1, 4, 4, 3, 2, 1, 1, 1, 2, 1, 1, 4, 3, 4, 4, 4, 1, 2, 1, 2, 3, 3, 2, 1, 1, 2, 1, 4, 1, 3, 4, 3, 2, 2, 4, 2, 1, 1, 4, 2, 2, 1, 2"
"N96_M8_normal-wide_N1T6P8S7";"N1T6P8S7";96;8;"normal-wide";"k-means-exchange";"1, 2, 1, 1, 2, 1, 3, 2, 3, 1, 4, 4, 2, 4, 4, 4, 2, 4, 2, 4, 2, 3, 4, 3, 3, 4, 1, 3, 3, 3, 2, 2, 2, 1, 2, 3, 4, 4, 1, 2, 1, 2, 4, 1, 1, 1, 4, 3, 2, 4, 2, 2, 3, 2, 1, 3, 3, 2, 3, 4, 1, 4, 1, 1, 1, 3, 4, 1, 3, 3, 1, 2, 3, 1, 4, 4, 3, 3, 2, 4, 1, 3, 1, 4, 3, 4, 3, 4, 2, 1, 4, 2, 1, 2, 3, 2"
"N96_M8_normal-wide_N1T6P8S7";"N1T6P8S7";96;8;"normal-wide";"kplus";"2, 2, 4, 4, 3, 2, 3, 3, 4, 1, 1, 4, 1, 4, 2, 2, 3, 4, 2, 4, 4, 1, 4, 1, 2, 1, 2, 3, 4, 3, 2, 4, 2, 2, 3, 3, 4, 3, 4, 2, 2, 1, 1, 3, 3, 4, 3, 4, 1, 2, 1, 4, 1, 2, 2, 4, 3, 3, 2, 3, 1, 3, 2, 1, 3, 1, 3, 1, 1, 2, 4, 4, 3, 2, 2, 3, 1, 1, 3, 1, 4, 3, 4, 1, 2, 4, 1, 4, 2, 3, 1, 3, 2, 4, 1, 1"
"N96_M8_normal-wide_N1T6P8S7";"N1T6P8S7";96;8;"normal-wide";"random";"3, 4, 3, 3, 2, 1, 1, 1, 3, 3, 4, 4, 4, 2, 3, 1, 1, 4, 4, 1, 1, 2, 4, 2, 1, 1, 4, 3, 3, 3, 4, 2, 2, 2, 2, 2, 1, 1, 3, 3, 3, 4, 1, 4, 3, 4, 1, 4, 1, 3, 1, 2, 1, 2, 1, 4, 4, 2, 1, 2, 1, 3, 3, 2, 1, 4, 2, 2, 1, 1, 4, 2, 3, 4, 1, 4, 2, 4, 3, 3, 3, 2, 3, 4, 4, 2, 2, 2, 4, 3, 4, 2, 2, 3, 1, 3"
"N288_M1_normal-wide_Z2D0X4M9";"Z2D0X4M9";288;1;"normal-wide";"ace-exchange";"2, 3, 3, 4, 3, 4, 1, 4, 1, 4, 1, 4, 3, 4, 3, 4, 2, 3, 2, 2, 3, 3, 4, 2, 3, 2, 1, 2, 2, 4, 4, 1, 4, 2, 1, 4, 3, 2, 1, 2, 3, 2, 3, 4, 2, 3, 4, 2, 3, 3, 1, 4, 1, 1, 4, 2, 3, 3, 4, 2, 1, 4, 2, 2, 2, 4, 1, 1, 3, 2, 1, 1, 1, 1, 3, 2, 3, 4, 3, 2, 1, 1, 1, 1, 3, 1, 4, 2, 3, 4, 2, 4, 3, 1, 4, 2, 4, 2, 3, 4, 1, 1, 3, 2, 1, 3, 4, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 3, 1, 2, 2, 2, 2, 1, 1, 4, 4, 4, 1, 3, 3, 1, 4, 2, 4, 4, 1, 1, 4, 4, 1, 2, 4, 4, 4, 4, 2, 3, 3, 3, 2, 2, 1, 4, 4, 4, 3, 4, 2, 3, 3, 1, 4, 2, 2, 2, 1, 3, 2, 3, 2, 2, 3, 1, 3, 3, 1, 1, 3, 1, 2, 3, 4, 2, 3, 4, 3, 1, 2, 4, 3, 3, 4, 3, 3, 1, 3, 1, 2, 2, 4, 1, 1, 3, 4, 4, 4, 3, 4, 2, 4, 3, 4, 2, 4, 3, 4, 1, 2, 4, 4, 2, 1, 2, 1, 1, 2, 2, 3, 4, 2, 1, 3, 3, 1, 2, 2, 1, 4, 1, 1, 4, 3, 1, 2, 4, 1, 3, 3, 3, 3, 1, 1, 2, 4, 1, 2, 1, 1, 2, 4, 4, 2, 4, 3, 4, 3, 4, 1, 1, 3, 4, 2, 3, 1, 1, 3, 3, 3, 2, 1, 2, 1, 3, 4, 4, 2"
"N288_M1_normal-wide_Z2D0X4M9";"Z2D0X4M9";288;1;"normal-wide";"k-means-exchange";"4, 3, 4, 2, 2, 4, 4, 1, 3, 1, 4, 4, 3, 1, 2, 3, 4, 1, 3, 3, 4, 3, 4, 2, 3, 2, 3, 3, 1, 1, 3, 2, 1, 1, 3, 1, 3, 4, 1, 3, 1, 4, 2, 2, 2, 3, 4, 2, 2, 3, 4, 1, 4, 2, 3, 1, 3, 2, 3, 4, 4, 1, 3, 4, 1, 4, 3, 4, 1, 4, 2, 2, 2, 4, 3, 1, 3, 2, 2, 3, 4, 2, 4, 3, 2, 1, 3, 4, 4, 4, 3, 2, 1, 2, 2, 4, 1, 3, 1, 4, 1, 4, 2, 3, 1, 1, 4, 1, 3, 3, 1, 2, 2, 2, 4, 2, 4, 1, 2, 1, 3, 3, 2, 3, 1, 1, 3, 2, 1, 4, 1, 1, 4, 2, 3, 1, 3, 2, 1, 4, 1, 2, 4, 2, 3, 3, 3, 3, 4, 4, 2, 2, 4, 2, 1, 1, 3, 2, 4, 4, 4, 2, 2, 1, 4, 1, 3, 1, 1, 3, 2, 4, 3, 2, 3, 2, 2, 2, 4, 4, 4, 4, 1, 3, 4, 2, 3, 1, 4, 3, 4, 4, 4, 3, 3, 4, 1, 3, 2, 1, 4, 4, 2, 1, 3, 4, 2, 3, 4, 1, 4, 2, 4, 3, 2, 1, 2, 1, 1, 2, 1, 4, 3, 2, 4, 3, 3, 3, 2, 1, 2, 3, 3, 2, 3, 3, 3, 4, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 3, 4, 1, 3, 1, 1, 2, 2, 4, 1, 4, 4, 4, 3, 2, 4, 4, 2, 3, 1, 3, 1, 4, 1, 4, 1, 3, 1, 2, 3, 1, 1, 2, 3, 1, 2, 2, 2"
"N288_M1_normal-wide_Z2D0X4M9";"Z2D0X4M9";288;1;"normal-wide";"kplus";"4, 3, 3, 4, 3, 3, 3, 1, 3, 4, 3, 3, 4, 3, 1, 3, 3, 2, 3, 1, 1, 2, 1, 1, 2, 2, 3, 2, 3, 3, 2, 3, 2, 1, 1, 2, 2, 2, 2, 4, 4, 1, 4, 2, 3, 2, 3, 3, 4, 1, 4, 2, 2, 4, 3, 1, 1, 4, 3, 2, 2, 1, 2, 4, 3, 2, 1, 1, 4, 1, 4, 1, 4, 2, 2, 4, 3, 1, 4, 4, 4, 4, 3, 2, 4, 4, 1, 4, 1, 1, 1, 2, 4, 4, 3, 1, 1, 4, 4, 4, 4, 2, 4, 1, 4, 2, 2, 1, 3, 3, 1, 4, 3, 3, 2, 4, 2, 1, 1, 3, 3, 2, 4, 1, 3, 1, 4, 1, 3, 4, 3, 3, 3, 1, 3, 4, 1, 3, 3, 1, 2, 2, 2, 4, 1, 2, 2, 1, 3, 4, 1, 2, 1, 2, 4, 1, 1, 4, 4, 2, 3, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 4, 3, 3, 2, 1, 2, 3, 1, 3, 3, 2, 4, 2, 3, 2, 4, 4, 1, 4, 2, 3, 4, 4, 4, 4, 2, 4, 3, 4, 3, 3, 1, 3, 2, 1, 4, 2, 3, 4, 2, 3, 3, 2, 2, 4, 1, 3, 1, 4, 2, 1, 1, 3, 1, 2, 2, 3, 3, 3, 2, 2, 3, 3, 1, 1, 4, 3, 3, 4, 2, 4, 4, 4, 2, 1, 2, 1, 1, 2, 4, 2, 4, 1, 4, 1, 4, 4, 2, 3, 2, 1, 4, 2, 2, 1, 2, 3, 4, 3, 2, 3, 1, 2, 1, 1, 4, 1, 4, 3, 2, 1, 2, 4, 3, 1, 1, 1"
"N288_M1_normal-wide_Z2D0X4M9";"Z2D0X4M9";288;1;"normal-wide";"random";"4, 2, 1, 2, 2, 1, 2, 3, 1, 1, 2, 4, 1, 3, 2, 4, 1, 3, 4, 1, 2, 1, 2, 3, 3, 3, 1, 4, 2, 3, 1, 1, 4, 1, 2, 3, 1, 3, 3, 1, 2, 4, 1, 1, 1, 4, 2, 4, 4, 2, 3, 3, 3, 3, 3, 4, 1, 1, 2, 4, 1, 4, 4, 2, 3, 3, 4, 4, 2, 4, 1, 3, 1, 2, 2, 4, 1, 4, 1, 1, 2, 2, 2, 2, 4, 2, 4, 4, 3, 2, 4, 4, 2, 3, 2, 1, 1, 4, 3, 1, 2, 1, 1, 2, 4, 2, 1, 2, 4, 2, 1, 1, 3, 2, 4, 3, 3, 1, 2, 4, 1, 4, 3, 1, 1, 1, 2, 3, 3, 3, 4, 4, 3, 3, 3, 2, 1, 3, 2, 3, 4, 3, 2, 4, 3, 3, 3, 3, 3, 4, 2, 2, 1, 2, 2, 3, 4, 4, 3, 3, 3, 4, 1, 2, 4, 3, 1, 2, 1, 3, 1, 3, 4, 3, 1, 1, 4, 4, 4, 1, 3, 1, 3, 4, 2, 2, 2, 2, 2, 2, 4, 4, 2, 4, 3, 4, 1, 1, 2, 1, 2, 1, 2, 3, 1, 3, 3, 3, 4, 4, 4, 4, 2, 3, 4, 3, 3, 4, 1, 4, 1, 1, 1, 2, 1, 2, 2, 4, 4, 2, 4, 3, 2, 2, 1, 1, 4, 1, 4, 3, 4, 3, 4, 2, 4, 2, 4, 4, 2, 1, 2, 4, 3, 1, 2, 1, 3, 2, 2, 1, 2, 4, 3, 2, 1, 4, 3, 4, 1, 3, 1, 2, 2, 3, 4, 1, 1, 4, 1, 3, 3, 3, 3, 3, 3, 2, 1, 4"
"N228_M7_normal-wide_R6F3T0B8";"R6F3T0B8";228;7;"normal-wide";"ace-exchange";"2, 2, 1, 3, 4, 1, 2, 3, 4, 2, 4, 4, 4, 3, 1, 2, 1, 4, 1, 2, 2, 2, 3, 2, 4, 4, 4, 1, 2, 3, 1, 1, 2, 2, 2, 2, 1, 3, 3, 2, 4, 1, 3, 3, 3, 2, 3, 3, 4, 1, 1, 4, 3, 3, 2, 4, 3, 3, 3, 4, 2, 1, 1, 2, 1, 4, 1, 1, 1, 4, 4, 1, 3, 4, 2, 1, 1, 3, 1, 3, 1, 1, 2, 1, 2, 4, 3, 3, 1, 2, 1, 1, 4, 1, 4, 4, 4, 2, 1, 2, 2, 2, 3, 2, 3, 1, 3, 4, 2, 2, 1, 2, 2, 4, 2, 4, 3, 2, 3, 4, 3, 3, 3, 1, 4, 1, 4, 4, 3, 2, 4, 3, 3, 1, 2, 3, 1, 3, 2, 1, 4, 4, 1, 3, 3, 3, 2, 1, 3, 3, 4, 1, 4, 4, 2, 2, 4, 3, 4, 3, 1, 3, 1, 1, 4, 2, 1, 3, 3, 4, 1, 2, 3, 1, 4, 2, 4, 4, 1, 4, 4, 2, 4, 3, 1, 4, 2, 2, 4, 4, 3, 4, 1, 4, 3, 2, 1, 4, 2, 3, 2, 1, 2, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 3, 4, 2, 2, 1, 3, 1, 2, 3, 1, 3, 3, 4, 1, 1"
"N228_M7_normal-wide_R6F3T0B8";"R6F3T0B8";228;7;"normal-wide";"k-means-exchange";"2, 4, 1, 3, 1, 3, 4, 3, 1, 1, 1, 3, 2, 1, 1, 3, 1, 3, 1, 3, 1, 1, 2, 3, 1, 4, 3, 2, 3, 3, 3, 2, 4, 3, 2, 4, 3, 1, 2, 3, 3, 1, 3, 1, 1, 2, 2, 1, 2, 4, 1, 1, 2, 2, 3, 1, 1, 3, 1, 2, 3, 2, 2, 1, 4, 2, 3, 1, 3, 3, 4, 1, 1, 2, 4, 2, 2, 4, 4, 3, 2, 2, 4, 4, 4, 2, 2, 4, 4, 3, 3, 1, 3, 1, 4, 1, 3, 4, 3, 1, 4, 1, 3, 2, 1, 2, 1, 3, 2, 2, 4, 4, 3, 4, 3, 3, 4, 2, 4, 3, 1, 4, 4, 2, 2, 1, 3, 1, 2, 4, 1, 2, 4, 3, 4, 4, 4, 4, 2, 2, 3, 4, 3, 1, 4, 1, 3, 2, 4, 4, 4, 1, 1, 4, 1, 2, 3, 3, 4, 4, 3, 4, 3, 4, 3, 1, 2, 4, 1, 3, 4, 3, 2, 1, 4, 3, 3, 1, 2, 2, 3, 1, 1, 3, 4, 2, 3, 3, 4, 4, 2, 4, 1, 2, 2, 2, 3, 2, 1, 4, 4, 2, 2, 4, 2, 2, 4, 1, 1, 3, 2, 2, 1, 4, 1, 2, 4, 3, 1, 2, 4, 1, 2, 2, 3, 2, 1, 4"
"N228_M7_normal-wide_R6F3T0B8";"R6F3T0B8";228;7;"normal-wide";"kplus";"3, 4, 3, 2, 1, 3, 3, 4, 2, 4, 3, 3, 2, 3, 1, 2, 4, 4, 2, 3, 3, 1, 1, 4, 3, 1, 1, 2, 1, 1, 3, 2, 1, 4, 2, 2, 4, 3, 3, 4, 3, 2, 2, 3, 3, 1, 4, 1, 2, 1, 3, 1, 4, 2, 1, 3, 4, 4, 3, 2, 2, 1, 1, 3, 3, 3, 2, 1, 3, 3, 1, 1, 2, 1, 3, 3, 2, 1, 2, 4, 4, 1, 1, 3, 4, 4, 3, 4, 4, 3, 3, 4, 2, 3, 3, 1, 4, 3, 2, 2, 2, 3, 1, 4, 4, 1, 4, 4, 4, 3, 4, 1, 1, 4, 3, 1, 4, 1, 3, 1, 1, 2, 2, 1, 2, 4, 4, 1, 1, 2, 1, 2, 4, 1, 2, 3, 2, 4, 1, 2, 4, 1, 3, 4, 2, 3, 2, 3, 1, 2, 2, 4, 4, 1, 1, 1, 3, 3, 2, 4, 2, 4, 3, 1, 2, 4, 2, 1, 3, 4, 3, 2, 3, 3, 3, 3, 1, 1, 3, 4, 3, 2, 3, 4, 2, 4, 4, 4, 4, 4, 1, 4, 1, 1, 1, 3, 3, 2, 1, 2, 1, 2, 4, 2, 2, 1, 2, 2, 1, 2, 3, 2, 2, 2, 1, 1, 4, 4, 4, 4, 4, 3, 2, 4, 2, 2, 2, 4"
"N228_M7_normal-wide_R6F3T0B8";"R6F3T0B8";228;7;"normal-wide";"random";"2, 4, 1, 2, 1, 2, 4, 1, 4, 3, 4, 4, 1, 3, 4, 2, 2, 1, 4, 3, 2, 2, 2, 2, 3, 4, 2, 1, 3, 3, 1, 4, 2, 3, 2, 3, 4, 3, 2, 4, 1, 1, 3, 4, 4, 2, 1, 1, 1, 4, 2, 3, 2, 3, 4, 1, 1, 2, 2, 4, 1, 3, 3, 1, 1, 3, 2, 2, 4, 1, 3, 1, 3, 4, 2, 2, 3, 2, 3, 3, 1, 1, 2, 4, 4, 1, 1, 4, 4, 3, 1, 1, 4, 1, 3, 2, 2, 4, 1, 4, 3, 3, 1, 1, 2, 1, 4, 4, 2, 1, 1, 1, 2, 4, 2, 1, 3, 2, 2, 3, 3, 3, 3, 4, 3, 3, 4, 4, 2, 4, 2, 2, 2, 3, 2, 4, 3, 3, 1, 4, 4, 3, 3, 4, 1, 4, 1, 1, 2, 2, 1, 4, 4, 4, 1, 4, 1, 4, 1, 2, 3, 3, 2, 2, 1, 4, 4, 3, 3, 4, 3, 1, 2, 3, 3, 3, 2, 2, 4, 4, 2, 2, 4, 4, 3, 3, 3, 4, 4, 1, 3, 3, 4, 2, 2, 1, 3, 3, 4, 2, 2, 1, 2, 2, 1, 1, 2, 2, 4, 2, 3, 4, 3, 1, 1, 2, 4, 3, 3, 1, 1, 1, 3, 1, 1, 1, 3, 4"
"N168_M9_normal_O9C0M5R6";"O9C0M5R6";168;9;"normal";"ace-exchange";"4, 4, 3, 3, 2, 2, 4, 4, 3, 2, 3, 2, 1, 1, 2, 3, 1, 1, 3, 3, 3, 2, 3, 3, 1, 2, 2, 3, 2, 3, 3, 1, 2, 3, 2, 1, 3, 4, 4, 3, 3, 1, 1, 2, 1, 2, 4, 3, 4, 4, 4, 4, 2, 1, 4, 4, 1, 3, 2, 3, 2, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 2, 1, 3, 3, 4, 2, 1, 2, 1, 2, 4, 4, 4, 1, 1, 1, 3, 3, 1, 1, 4, 1, 4, 3, 3, 4, 1, 4, 4, 2, 4, 4, 3, 4, 2, 1, 4, 1, 3, 2, 3, 4, 2, 4, 2, 4, 2, 4, 2, 1, 1, 4, 3, 2, 4, 2, 1, 1, 2, 2, 2, 2, 4, 3, 4, 3, 3, 1, 1, 1, 3, 2, 3, 4, 2, 3, 1, 4, 2, 2, 4, 4, 4, 4, 1, 2, 4, 4, 2, 1, 2, 2"
"N168_M9_normal_O9C0M5R6";"O9C0M5R6";168;9;"normal";"k-means-exchange";"1, 4, 3, 3, 1, 2, 4, 4, 1, 4, 2, 1, 4, 3, 4, 4, 2, 3, 4, 2, 3, 4, 4, 4, 1, 4, 4, 3, 3, 3, 2, 2, 4, 2, 1, 3, 1, 1, 2, 4, 2, 2, 4, 2, 4, 3, 2, 3, 1, 1, 1, 3, 1, 3, 2, 2, 4, 1, 3, 2, 1, 4, 3, 2, 2, 1, 1, 4, 4, 2, 1, 3, 2, 1, 4, 2, 2, 1, 1, 3, 3, 3, 3, 2, 4, 2, 2, 2, 3, 4, 1, 2, 2, 1, 3, 3, 2, 4, 4, 4, 3, 4, 1, 4, 3, 1, 4, 2, 1, 1, 2, 1, 2, 3, 3, 4, 2, 2, 4, 2, 1, 1, 2, 1, 1, 2, 4, 1, 4, 3, 3, 3, 4, 2, 3, 3, 4, 2, 3, 3, 2, 3, 3, 3, 4, 1, 3, 2, 2, 3, 1, 4, 4, 4, 1, 4, 1, 1, 2, 1, 1, 1, 1, 4, 1, 3, 3, 3"
"N168_M9_normal_O9C0M5R6";"O9C0M5R6";168;9;"normal";"kplus";"3, 3, 1, 2, 1, 1, 2, 2, 4, 4, 4, 3, 4, 4, 4, 1, 4, 4, 1, 3, 1, 2, 4, 1, 1, 2, 4, 2, 3, 2, 1, 2, 2, 2, 1, 3, 2, 3, 4, 1, 4, 4, 4, 1, 2, 3, 4, 4, 2, 3, 4, 2, 2, 2, 2, 1, 2, 2, 1, 4, 3, 2, 4, 4, 1, 3, 4, 4, 2, 4, 1, 3, 4, 1, 3, 1, 2, 2, 1, 4, 2, 4, 3, 4, 3, 2, 1, 3, 1, 3, 2, 1, 4, 3, 3, 1, 2, 4, 3, 2, 3, 3, 4, 2, 4, 3, 3, 3, 1, 3, 3, 3, 1, 2, 2, 3, 4, 1, 4, 1, 1, 1, 4, 3, 4, 1, 1, 2, 1, 4, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3, 2, 2, 2, 3, 3, 2, 2, 4, 1, 3, 1, 4, 2, 3, 2, 2, 4, 1, 4, 3, 4, 1, 2, 1, 1, 4, 2, 1"
"N168_M9_normal_O9C0M5R6";"O9C0M5R6";168;9;"normal";"random";"3, 4, 4, 1, 3, 4, 1, 2, 1, 4, 3, 3, 4, 3, 4, 1, 1, 4, 4, 1, 2, 4, 3, 2, 3, 2, 2, 4, 3, 3, 3, 4, 3, 4, 2, 4, 1, 2, 2, 3, 3, 1, 2, 3, 1, 3, 4, 2, 4, 1, 4, 2, 1, 1, 1, 1, 2, 3, 3, 2, 2, 3, 4, 2, 2, 1, 1, 4, 3, 2, 3, 4, 3, 2, 3, 2, 1, 4, 2, 4, 2, 3, 1, 2, 3, 2, 1, 1, 3, 4, 3, 1, 3, 3, 2, 4, 2, 2, 1, 3, 1, 3, 4, 2, 2, 1, 1, 2, 3, 2, 4, 2, 2, 2, 2, 1, 3, 2, 4, 1, 1, 4, 2, 4, 3, 4, 4, 4, 4, 1, 3, 4, 4, 1, 4, 3, 1, 2, 1, 2, 4, 3, 1, 1, 4, 3, 2, 2, 4, 4, 4, 3, 2, 3, 3, 1, 1, 3, 3, 1, 1, 1, 1, 4, 1, 1, 2, 4"
"N276_M8_uniform_U8L7T0E2";"U8L7T0E2";276;8;"uniform";"ace-exchange";"1, 2, 4, 2, 2, 4, 4, 3, 3, 2, 2, 3, 3, 2, 2, 4, 3, 1, 3, 1, 3, 2, 4, 4, 1, 4, 3, 4, 3, 4, 1, 1, 3, 1, 1, 3, 2, 1, 4, 3, 3, 3, 3, 2, 2, 4, 2, 3, 1, 3, 3, 4, 2, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 4, 4, 1, 4, 2, 1, 4, 2, 1, 2, 4, 3, 3, 3, 2, 2, 2, 2, 1, 3, 4, 4, 3, 4, 3, 3, 1, 2, 4, 1, 1, 1, 4, 2, 1, 1, 4, 1, 3, 3, 2, 2, 3, 4, 3, 1, 4, 4, 2, 3, 4, 3, 4, 2, 1, 4, 1, 1, 1, 2, 2, 1, 3, 3, 1, 3, 3, 4, 4, 4, 2, 3, 2, 3, 3, 4, 1, 1, 4, 4, 4, 2, 4, 2, 2, 3, 1, 2, 2, 3, 2, 1, 2, 1, 4, 1, 3, 4, 2, 4, 2, 1, 1, 3, 2, 1, 2, 1, 4, 3, 1, 2, 1, 4, 3, 2, 4, 2, 1, 4, 2, 4, 2, 4, 3, 1, 2, 2, 2, 3, 2, 1, 3, 3, 3, 1, 2, 2, 2, 1, 1, 3, 2, 3, 2, 1, 3, 2, 4, 4, 4, 4, 3, 4, 3, 3, 1, 4, 4, 4, 3, 3, 4, 4, 1, 4, 4, 1, 1, 4, 3, 4, 1, 1, 4, 3, 2, 2, 3, 1, 4, 3, 2, 2, 4, 1, 4, 4, 4, 3, 2, 2, 3, 1, 3, 1, 3, 2, 1, 3, 1, 2, 1, 2, 3, 4, 2, 1, 3, 1, 3, 4, 2"
"N276_M8_uniform_U8L7T0E2";"U8L7T0E2";276;8;"uniform";"k-means-exchange";"1, 2, 3, 2, 3, 2, 4, 4, 1, 3, 2, 1, 4, 2, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 1, 2, 3, 4, 2, 2, 4, 2, 2, 1, 4, 4, 3, 2, 3, 4, 4, 4, 1, 2, 1, 2, 1, 3, 2, 4, 4, 1, 1, 4, 1, 4, 3, 1, 2, 4, 1, 4, 2, 2, 4, 4, 4, 4, 4, 1, 3, 3, 3, 3, 3, 4, 2, 4, 1, 4, 2, 2, 3, 4, 3, 2, 1, 1, 2, 1, 3, 1, 1, 1, 2, 4, 1, 2, 4, 3, 1, 3, 2, 1, 2, 3, 1, 4, 3, 2, 3, 3, 1, 1, 4, 1, 4, 3, 4, 2, 1, 2, 1, 1, 3, 3, 4, 3, 1, 1, 2, 1, 1, 2, 2, 1, 3, 4, 2, 1, 1, 3, 4, 3, 4, 4, 3, 3, 3, 2, 2, 3, 1, 4, 4, 3, 4, 4, 1, 2, 4, 4, 1, 4, 3, 1, 3, 4, 4, 3, 2, 3, 4, 4, 1, 4, 3, 2, 2, 3, 1, 2, 1, 1, 2, 3, 4, 3, 1, 1, 2, 2, 2, 3, 3, 2, 1, 2, 2, 1, 1, 3, 3, 3, 2, 1, 1, 2, 1, 2, 3, 3, 1, 1, 3, 4, 3, 2, 4, 1, 1, 2, 4, 2, 1, 4, 1, 3, 4, 3, 3, 1, 2, 3, 4, 2, 4, 4, 2, 3, 3, 3, 1, 3, 4, 1, 1, 3, 1, 1, 4, 2, 4, 3, 2, 3, 2, 4, 3, 4, 4, 1, 3, 4, 2, 4, 4, 2, 2, 1, 3, 4, 4, 3, 3, 1"
