"file";"ID";"N";"M";"DIST";"method";"result"
"N24_M2_normal_Q7N0G8T2";"Q7N0G8T2";24;2;"normal";"random";"2, 4, 2, 1, 4, 3, 1, 4, 4, 2, 3, 1, 1, 3, 2, 2, 3, 2, 1, 4, 3, 1, 4, 3"
"N252_M9_uniform_J1U0N6B7";"J1U0N6B7";252;9;"uniform";"ace-exchange";"2, 4, 4, 1, 2, 1, 2, 2, 3, 4, 2, 4, 1, 1, 3, 4, 3, 3, 2, 1, 4, 4, 3, 2, 4, 2, 4, 3, 3, 4, 4, 2, 4, 4, 2, 2, 3, 3, 3, 3, 4, 1, 3, 4, 2, 4, 3, 1, 1, 1, 3, 4, 3, 3, 2, 4, 1, 3, 1, 1, 3, 1, 4, 2, 2, 3, 4, 3, 2, 2, 4, 3, 2, 2, 2, 4, 1, 1, 1, 4, 4, 1, 3, 2, 4, 3, 1, 1, 4, 2, 1, 4, 1, 2, 3, 4, 4, 4, 2, 1, 2, 2, 1, 3, 1, 4, 3, 3, 3, 4, 2, 4, 4, 4, 2, 2, 4, 2, 1, 3, 1, 3, 3, 4, 4, 3, 4, 2, 2, 1, 3, 1, 2, 3, 1, 3, 3, 4, 1, 4, 2, 2, 4, 4, 3, 4, 2, 1, 1, 2, 1, 3, 3, 1, 2, 3, 4, 4, 4, 3, 2, 3, 2, 2, 1, 4, 2, 1, 1, 2, 4, 3, 3, 1, 1, 1, 3, 3, 2, 1, 2, 2, 1, 2, 1, 1, 3, 3, 2, 4, 2, 1, 1, 4, 3, 3, 2, 1, 2, 4, 1, 4, 2, 2, 1, 3, 1, 4, 2, 4, 1, 1, 4, 2, 3, 1, 2, 1, 3, 2, 3, 2, 4, 4, 3, 1, 1, 2, 3, 4, 4, 1, 3, 3, 3, 1, 3, 3, 3, 2, 2, 4, 4, 4, 1, 1, 1, 3, 1, 1, 2, 2"
"N252_M9_uniform_J1U0N6B7";"J1U0N6B7";252;9;"uniform";"k-means-exchange";"3, 2, 3, 1, 4, 2, 2, 2, 1, 3, 1, 3, 1, 1, 3, 4, 1, 4, 2, 2, 1, 3, 1, 2, 3, 3, 1, 3, 2, 4, 1, 4, 1, 1, 2, 4, 1, 3, 1, 2, 4, 4, 3, 2, 3, 4, 2, 2, 4, 1, 3, 3, 1, 3, 1, 3, 3, 3, 1, 1, 4, 4, 2, 1, 4, 1, 1, 4, 4, 1, 3, 4, 1, 2, 1, 1, 1, 2, 3, 4, 1, 2, 2, 3, 2, 2, 1, 3, 2, 1, 4, 4, 2, 3, 3, 2, 4, 2, 3, 2, 4, 3, 1, 3, 2, 4, 3, 2, 3, 4, 4, 2, 4, 2, 3, 1, 4, 2, 3, 3, 4, 2, 1, 4, 4, 2, 4, 2, 2, 4, 4, 3, 3, 2, 1, 1, 4, 4, 1, 4, 2, 1, 2, 1, 1, 3, 2, 1, 1, 3, 4, 4, 2, 4, 2, 1, 3, 4, 3, 1, 4, 1, 4, 3, 2, 4, 3, 2, 4, 2, 2, 1, 3, 3, 3, 4, 3, 4, 4, 3, 3, 4, 3, 1, 1, 4, 2, 2, 3, 3, 3, 2, 3, 4, 1, 3, 1, 3, 1, 3, 2, 3, 4, 4, 4, 1, 4, 2, 1, 4, 2, 2, 2, 3, 2, 2, 2, 2, 1, 4, 1, 4, 2, 4, 2, 3, 2, 1, 1, 4, 3, 3, 1, 3, 1, 2, 4, 2, 1, 4, 1, 1, 3, 4, 1, 2, 3, 1, 4, 2, 4, 3"
"N252_M9_uniform_J1U0N6B7";"J1U0N6B7";252;9;"uniform";"kplus";"1, 1, 3, 1, 2, 3, 2, 3, 4, 2, 1, 3, 3, 4, 2, 3, 4, 1, 4, 1, 4, 3, 1, 4, 2, 2, 1, 3, 4, 1, 4, 4, 1, 1, 4, 4, 1, 4, 1, 2, 3, 4, 3, 3, 4, 3, 2, 4, 1, 1, 4, 3, 1, 3, 4, 1, 3, 1, 2, 4, 3, 4, 2, 1, 2, 3, 3, 2, 3, 3, 4, 3, 2, 2, 3, 1, 4, 4, 1, 4, 1, 2, 3, 4, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 3, 2, 1, 3, 4, 3, 1, 3, 4, 2, 3, 2, 3, 4, 2, 1, 3, 3, 1, 4, 4, 2, 3, 2, 2, 3, 1, 2, 2, 4, 3, 1, 3, 2, 1, 3, 3, 2, 4, 2, 3, 3, 1, 2, 4, 2, 3, 4, 2, 1, 3, 2, 2, 3, 1, 3, 2, 1, 2, 1, 2, 1, 2, 4, 4, 2, 4, 2, 2, 3, 3, 4, 4, 1, 2, 2, 3, 3, 4, 3, 4, 1, 3, 3, 3, 2, 1, 3, 4, 1, 2, 1, 3, 2, 1, 1, 1, 4, 2, 2, 2, 2, 4, 4, 2, 4, 1, 2, 4, 2, 3, 2, 2, 1, 3, 3, 3, 4, 2, 2, 4, 1, 4, 4, 3, 2, 4, 4, 4, 4, 2, 2, 4, 4, 2, 4, 1, 4, 4, 1, 2, 1, 2, 1, 2, 3, 4, 1, 3, 1, 1, 4, 3, 3, 3, 1, 4, 1"
"N252_M9_uniform_J1U0N6B7";"J1U0N6B7";252;9;"uniform";"random";"4, 1, 4, 3, 1, 4, 2, 4, 3, 3, 1, 2, 2, 3, 1, 1, 3, 2, 4, 2, 3, 2, 3, 4, 1, 3, 4, 1, 3, 4, 2, 4, 2, 1, 2, 4, 2, 2, 3, 2, 3, 4, 1, 1, 3, 3, 4, 1, 1, 1, 4, 1, 4, 3, 1, 3, 2, 4, 4, 1, 3, 3, 1, 2, 4, 4, 1, 1, 4, 2, 2, 2, 1, 3, 3, 4, 2, 4, 4, 4, 1, 1, 2, 2, 1, 2, 2, 4, 1, 3, 3, 1, 1, 1, 3, 1, 4, 1, 3, 4, 2, 4, 2, 4, 2, 3, 1, 2, 2, 3, 2, 4, 3, 2, 4, 2, 2, 3, 2, 3, 2, 4, 4, 3, 4, 2, 3, 3, 1, 4, 3, 4, 4, 4, 3, 4, 4, 2, 2, 1, 1, 2, 1, 2, 1, 3, 1, 1, 3, 3, 1, 2, 2, 3, 1, 3, 1, 3, 1, 4, 3, 2, 4, 3, 3, 4, 3, 3, 1, 2, 2, 2, 4, 4, 2, 2, 3, 4, 3, 3, 1, 4, 4, 1, 1, 4, 1, 1, 4, 2, 4, 3, 4, 2, 4, 1, 4, 4, 1, 3, 1, 2, 1, 1, 2, 2, 3, 4, 2, 1, 3, 3, 1, 2, 4, 4, 1, 1, 2, 3, 4, 3, 2, 2, 4, 1, 4, 4, 1, 3, 3, 3, 1, 1, 2, 3, 4, 2, 3, 3, 1, 1, 2, 2, 2, 3, 2, 4, 1, 3, 2, 3"
"N24_M7_normal-wide_N9J8R2B7";"N9J8R2B7";24;7;"normal-wide";"ace-exchange";"3, 1, 1, 3, 4, 2, 2, 1, 1, 3, 4, 3, 2, 2, 1, 4, 1, 2, 4, 3, 3, 4, 2, 4"
"N24_M7_normal-wide_N9J8R2B7";"N9J8R2B7";24;7;"normal-wide";"k-means-exchange";"1, 1, 4, 1, 3, 2, 2, 2, 3, 1, 4, 2, 3, 2, 2, 3, 3, 1, 4, 1, 4, 3, 4, 4"
"N24_M7_normal-wide_N9J8R2B7";"N9J8R2B7";24;7;"normal-wide";"kplus";"2, 1, 1, 1, 4, 4, 3, 1, 3, 3, 4, 4, 4, 2, 1, 3, 2, 2, 1, 4, 3, 2, 3, 2"
"N24_M7_normal-wide_N9J8R2B7";"N9J8R2B7";24;7;"normal-wide";"random";"1, 4, 1, 4, 4, 2, 2, 2, 4, 3, 3, 1, 3, 2, 1, 4, 4, 2, 3, 3, 2, 3, 1, 1"
"N156_M6_normal_L5E1F7K9";"L5E1F7K9";156;6;"normal";"ace-exchange";"1, 3, 1, 3, 3, 2, 1, 3, 4, 4, 1, 4, 2, 2, 3, 1, 1, 1, 1, 2, 4, 4, 2, 2, 3, 1, 1, 2, 4, 3, 1, 2, 4, 3, 4, 4, 4, 4, 2, 1, 2, 2, 2, 4, 4, 3, 2, 2, 3, 1, 2, 4, 4, 4, 4, 4, 2, 4, 1, 3, 2, 2, 2, 3, 2, 2, 1, 1, 2, 3, 1, 3, 2, 1, 3, 2, 2, 1, 4, 3, 1, 1, 4, 4, 3, 4, 4, 3, 4, 4, 3, 1, 3, 4, 3, 3, 1, 1, 4, 2, 2, 1, 2, 1, 4, 1, 3, 2, 3, 4, 1, 3, 3, 3, 1, 3, 4, 2, 3, 2, 4, 3, 2, 3, 3, 2, 2, 3, 2, 2, 4, 1, 3, 1, 4, 1, 3, 4, 2, 2, 4, 1, 4, 1, 3, 4, 4, 1, 3, 1, 1, 3, 1, 1, 2, 3"
"N156_M6_normal_L5E1F7K9";"L5E1F7K9";156;6;"normal";"k-means-exchange";"2, 1, 3, 4, 1, 2, 2, 2, 3, 3, 1, 4, 1, 4, 3, 1, 3, 2, 4, 2, 4, 3, 1, 3, 4, 1, 1, 3, 2, 4, 2, 1, 3, 1, 3, 2, 2, 2, 2, 3, 3, 1, 3, 4, 3, 1, 1, 4, 2, 2, 3, 3, 1, 3, 1, 4, 4, 4, 3, 4, 4, 2, 4, 4, 1, 3, 2, 1, 1, 4, 1, 3, 2, 4, 3, 4, 4, 2, 4, 4, 3, 1, 2, 1, 3, 1, 2, 4, 3, 1, 4, 4, 4, 1, 3, 2, 2, 1, 1, 3, 2, 3, 4, 2, 1, 1, 1, 2, 3, 1, 4, 4, 2, 1, 4, 4, 3, 2, 2, 3, 3, 4, 3, 2, 1, 2, 4, 2, 3, 2, 1, 3, 2, 3, 2, 1, 3, 4, 1, 2, 3, 2, 2, 2, 1, 2, 1, 4, 3, 4, 4, 4, 1, 3, 4, 1"
"N156_M6_normal_L5E1F7K9";"L5E1F7K9";156;6;"normal";"kplus";"1, 2, 1, 1, 4, 2, 2, 2, 3, 1, 4, 4, 3, 4, 1, 2, 4, 1, 3, 4, 3, 3, 3, 1, 4, 4, 1, 2, 2, 3, 3, 1, 1, 2, 4, 1, 2, 4, 1, 1, 2, 1, 1, 1, 4, 2, 3, 3, 4, 1, 1, 2, 3, 4, 4, 2, 2, 4, 2, 1, 3, 3, 1, 4, 3, 3, 4, 3, 2, 3, 2, 2, 4, 4, 3, 1, 3, 1, 3, 1, 2, 3, 3, 2, 2, 1, 4, 3, 3, 3, 4, 2, 1, 1, 4, 1, 2, 3, 4, 3, 2, 3, 4, 4, 1, 4, 1, 2, 4, 4, 3, 3, 3, 2, 2, 4, 4, 1, 2, 1, 1, 3, 3, 4, 1, 4, 2, 2, 1, 1, 2, 3, 4, 3, 4, 2, 4, 4, 4, 1, 4, 1, 4, 2, 2, 2, 2, 3, 2, 2, 3, 1, 1, 2, 3, 3"
"N156_M6_normal_L5E1F7K9";"L5E1F7K9";156;6;"normal";"random";"1, 2, 1, 1, 2, 3, 4, 4, 3, 3, 4, 1, 2, 1, 4, 4, 1, 4, 4, 3, 2, 1, 1, 2, 2, 4, 4, 4, 1, 4, 4, 1, 2, 4, 3, 1, 3, 2, 1, 4, 2, 4, 3, 1, 2, 1, 2, 3, 2, 2, 1, 3, 4, 3, 1, 3, 4, 2, 1, 4, 2, 2, 3, 4, 4, 1, 2, 4, 1, 3, 3, 1, 3, 4, 1, 4, 3, 2, 1, 2, 2, 2, 3, 1, 3, 4, 1, 1, 2, 3, 4, 4, 3, 2, 3, 2, 3, 1, 3, 1, 3, 3, 1, 1, 2, 2, 1, 2, 4, 4, 1, 2, 4, 4, 3, 2, 3, 3, 4, 2, 4, 3, 3, 4, 4, 1, 1, 2, 1, 3, 3, 2, 4, 2, 1, 4, 4, 3, 1, 3, 3, 2, 1, 4, 1, 2, 2, 3, 3, 1, 3, 4, 2, 2, 3, 2"
"N240_M2_uniform_D0I6E9M4";"D0I6E9M4";240;2;"uniform";"ace-exchange";"2, 3, 3, 1, 3, 1, 1, 4, 2, 1, 4, 2, 2, 2, 4, 4, 3, 3, 1, 4, 4, 1, 4, 1, 1, 4, 4, 4, 4, 2, 2, 3, 1, 2, 2, 2, 4, 1, 3, 2, 2, 3, 1, 2, 4, 2, 1, 3, 4, 3, 2, 2, 1, 1, 1, 4, 3, 3, 3, 4, 1, 1, 1, 3, 1, 1, 2, 1, 4, 2, 1, 2, 4, 3, 1, 4, 3, 3, 1, 2, 3, 3, 1, 4, 4, 2, 3, 2, 4, 1, 1, 1, 4, 2, 3, 1, 2, 2, 1, 3, 3, 3, 3, 3, 4, 3, 3, 4, 1, 2, 2, 4, 2, 3, 1, 2, 4, 1, 1, 3, 4, 2, 2, 2, 2, 1, 1, 4, 1, 1, 2, 4, 2, 1, 4, 3, 4, 3, 2, 2, 3, 3, 1, 3, 4, 2, 2, 2, 1, 3, 3, 2, 4, 3, 2, 4, 2, 1, 1, 1, 4, 4, 1, 4, 1, 3, 3, 4, 1, 3, 2, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 3, 2, 4, 1, 3, 1, 2, 2, 2, 4, 3, 1, 3, 2, 4, 2, 2, 1, 2, 1, 4, 4, 2, 4, 3, 3, 1, 3, 3, 3, 1, 3, 1, 4, 1, 3, 4, 4, 4, 1, 4, 3, 4, 1, 2, 2, 1, 3, 2, 2, 4, 2, 4, 1, 4, 3, 2, 2"
"N240_M2_uniform_D0I6E9M4";"D0I6E9M4";240;2;"uniform";"k-means-exchange";"4, 3, 4, 3, 1, 4, 4, 1, 4, 1, 4, 4, 1, 1, 1, 1, 4, 4, 2, 3, 1, 4, 1, 2, 4, 4, 4, 4, 2, 3, 1, 2, 1, 2, 1, 3, 2, 3, 2, 2, 4, 1, 4, 3, 4, 3, 2, 1, 4, 2, 2, 4, 1, 4, 4, 1, 1, 3, 2, 3, 2, 4, 1, 3, 3, 2, 3, 3, 4, 1, 2, 2, 1, 1, 3, 1, 3, 2, 4, 1, 3, 1, 4, 3, 2, 3, 4, 2, 2, 4, 4, 3, 1, 3, 1, 2, 1, 2, 2, 4, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 4, 4, 2, 4, 2, 3, 3, 3, 4, 2, 3, 1, 4, 1, 1, 4, 4, 1, 3, 2, 4, 4, 1, 2, 3, 3, 2, 2, 3, 2, 4, 2, 3, 2, 3, 1, 4, 3, 4, 1, 3, 3, 3, 3, 1, 2, 1, 4, 3, 2, 3, 3, 1, 4, 3, 1, 4, 1, 2, 2, 2, 4, 3, 2, 1, 2, 4, 1, 2, 1, 1, 3, 4, 1, 4, 1, 2, 1, 4, 2, 2, 2, 1, 1, 3, 3, 3, 3, 4, 3, 4, 2, 1, 3, 4, 4, 2, 2, 3, 4, 3, 3, 2, 3, 3, 4, 1, 1, 2, 3, 2, 3, 3, 2, 4, 1, 1, 3, 1, 1, 3, 4, 3, 2, 4, 3, 2, 4, 4"
"N240_M2_uniform_D0I6E9M4";"D0I6E9M4";240;2;"uniform";"kplus";"1, 1, 3, 1, 4, 3, 4, 4, 1, 1, 1, 2, 2, 2, 4, 4, 1, 4, 3, 4, 3, 3, 2, 1, 1, 4, 3, 1, 4, 2, 3, 3, 4, 1, 3, 1, 3, 2, 2, 1, 4, 3, 2, 3, 1, 4, 1, 3, 1, 1, 4, 3, 4, 1, 3, 2, 1, 3, 3, 3, 1, 4, 3, 4, 4, 2, 4, 2, 3, 2, 3, 2, 2, 1, 1, 1, 4, 1, 3, 3, 2, 4, 3, 2, 2, 2, 4, 4, 1, 4, 2, 4, 1, 4, 3, 3, 4, 2, 1, 3, 2, 1, 4, 4, 4, 4, 4, 3, 2, 3, 4, 1, 3, 2, 4, 1, 4, 1, 4, 4, 4, 1, 3, 2, 4, 4, 4, 4, 3, 3, 4, 3, 2, 1, 3, 4, 4, 1, 2, 4, 3, 1, 3, 2, 3, 4, 1, 1, 2, 4, 4, 4, 4, 4, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 1, 1, 3, 3, 1, 1, 2, 2, 2, 2, 1, 3, 1, 3, 2, 2, 4, 1, 2, 3, 2, 2, 4, 2, 3, 2, 3, 2, 1, 2, 1, 3, 3, 1, 3, 1, 3, 3, 1, 3, 1, 4, 2, 2, 3, 4, 4, 2, 2, 3, 1, 1, 2, 3, 1, 1, 2, 2, 1, 3, 4, 1, 3, 2, 2, 1, 2, 1, 1, 1, 3, 4, 4, 2, 2, 4"
"N240_M2_uniform_D0I6E9M4";"D0I6E9M4";240;2;"uniform";"random";"1, 1, 2, 2, 2, 1, 4, 2, 3, 1, 1, 2, 2, 2, 2, 4, 1, 2, 2, 2, 3, 4, 1, 3, 1, 2, 1, 3, 4, 1, 1, 4, 4, 1, 4, 2, 3, 4, 2, 3, 3, 2, 1, 3, 3, 4, 2, 2, 2, 3, 4, 4, 3, 1, 4, 2, 4, 3, 2, 3, 1, 3, 3, 4, 4, 2, 1, 2, 4, 2, 3, 2, 3, 3, 4, 3, 4, 3, 2, 3, 1, 2, 1, 4, 2, 1, 1, 4, 4, 3, 4, 4, 4, 4, 1, 1, 3, 2, 2, 3, 2, 4, 2, 4, 2, 1, 1, 2, 2, 1, 3, 3, 4, 1, 3, 3, 1, 4, 4, 4, 3, 1, 1, 3, 2, 3, 3, 2, 2, 4, 1, 4, 2, 3, 3, 2, 3, 1, 1, 4, 2, 2, 4, 1, 2, 2, 4, 4, 4, 3, 3, 2, 4, 2, 4, 1, 4, 4, 1, 1, 4, 4, 2, 3, 3, 1, 3, 4, 3, 1, 3, 1, 1, 2, 3, 4, 4, 3, 4, 1, 3, 2, 1, 4, 1, 3, 1, 3, 2, 3, 3, 1, 1, 2, 3, 3, 3, 1, 2, 3, 2, 4, 2, 4, 4, 3, 1, 2, 3, 4, 2, 2, 3, 1, 4, 1, 1, 4, 4, 1, 3, 1, 3, 1, 2, 1, 1, 4, 3, 2, 2, 1, 2, 4, 4, 4, 1, 1, 1, 3"
"N36_M8_normal-wide_L9H2N4P7";"L9H2N4P7";36;8;"normal-wide";"ace-exchange";"3, 2, 4, 2, 2, 1, 3, 1, 2, 3, 3, 4, 1, 3, 1, 1, 4, 2, 4, 1, 4, 2, 4, 1, 2, 3, 1, 1, 3, 4, 3, 2, 4, 3, 4, 2"
"N36_M8_normal-wide_L9H2N4P7";"L9H2N4P7";36;8;"normal-wide";"k-means-exchange";"3, 4, 4, 4, 4, 3, 1, 3, 2, 2, 2, 1, 4, 2, 2, 1, 1, 1, 3, 4, 1, 3, 1, 4, 3, 2, 4, 2, 3, 2, 1, 3, 4, 2, 1, 3"
"N36_M8_normal-wide_L9H2N4P7";"L9H2N4P7";36;8;"normal-wide";"kplus";"1, 2, 2, 4, 4, 1, 3, 2, 3, 3, 3, 1, 1, 1, 1, 3, 2, 4, 2, 2, 4, 3, 1, 2, 3, 4, 2, 3, 4, 4, 4, 1, 4, 3, 2, 1"
"N36_M8_normal-wide_L9H2N4P7";"L9H2N4P7";36;8;"normal-wide";"random";"3, 1, 3, 4, 3, 4, 3, 2, 3, 3, 1, 4, 3, 2, 4, 1, 1, 2, 1, 2, 1, 1, 4, 2, 2, 4, 2, 1, 4, 2, 3, 1, 4, 3, 2, 4"
"N216_M10_normal_Y1A0L5T8";"Y1A0L5T8";216;10;"normal";"ace-exchange";"4, 4, 3, 3, 3, 1, 2, 2, 3, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 2, 1, 3, 3, 3, 2, 3, 4, 2, 3, 4, 2, 3, 2, 3, 2, 3, 1, 3, 1, 4, 3, 2, 2, 1, 2, 2, 3, 1, 2, 2, 3, 4, 3, 4, 4, 3, 2, 4, 4, 3, 4, 4, 2, 3, 4, 3, 3, 3, 1, 1, 4, 2, 2, 2, 1, 4, 1, 2, 2, 3, 3, 1, 2, 4, 2, 4, 3, 1, 4, 4, 1, 4, 3, 4, 2, 1, 3, 3, 4, 2, 2, 3, 3, 4, 2, 2, 4, 2, 3, 4, 2, 2, 2, 3, 3, 3, 3, 2, 3, 1, 4, 3, 1, 1, 2, 1, 4, 3, 4, 3, 3, 1, 1, 1, 3, 1, 3, 3, 1, 4, 4, 2, 2, 3, 1, 1, 4, 1, 4, 3, 4, 2, 4, 3, 2, 4, 3, 3, 1, 4, 1, 2, 4, 3, 3, 1, 3, 2, 2, 2, 2, 2, 2, 1, 2, 1, 4, 4, 1, 1, 1, 3, 2, 3, 1, 4, 1, 1, 4, 4, 1, 1, 1, 1, 2, 1, 1, 1, 4, 4, 2, 2, 2, 2, 4, 4, 1, 2, 4, 1, 4, 2, 1, 1"
"N216_M10_normal_Y1A0L5T8";"Y1A0L5T8";216;10;"normal";"k-means-exchange";"3, 2, 2, 1, 3, 2, 1, 2, 3, 1, 2, 2, 2, 2, 3, 1, 2, 2, 3, 1, 4, 4, 3, 4, 3, 1, 3, 4, 2, 2, 1, 4, 3, 3, 4, 2, 1, 4, 2, 2, 3, 1, 2, 4, 3, 4, 4, 4, 2, 1, 3, 4, 4, 4, 2, 3, 2, 1, 4, 3, 4, 4, 1, 2, 3, 4, 4, 4, 2, 3, 2, 1, 3, 1, 4, 3, 1, 1, 4, 3, 3, 3, 3, 3, 4, 4, 1, 2, 1, 2, 1, 3, 2, 1, 4, 1, 1, 4, 4, 4, 1, 3, 4, 2, 2, 1, 1, 1, 4, 2, 1, 3, 3, 2, 2, 4, 1, 1, 3, 4, 3, 4, 3, 3, 1, 2, 3, 3, 4, 4, 3, 3, 1, 2, 1, 4, 2, 2, 3, 1, 1, 4, 4, 1, 1, 1, 3, 1, 3, 2, 2, 3, 4, 1, 4, 3, 2, 1, 4, 3, 4, 3, 4, 2, 2, 1, 2, 2, 2, 3, 3, 2, 3, 3, 4, 4, 1, 1, 4, 1, 1, 2, 4, 3, 4, 3, 4, 4, 2, 1, 1, 3, 4, 2, 2, 4, 2, 3, 1, 1, 1, 1, 2, 2, 3, 4, 2, 1, 3, 2, 4, 2, 2, 1, 3, 1"
"N216_M10_normal_Y1A0L5T8";"Y1A0L5T8";216;10;"normal";"kplus";"2, 4, 4, 3, 2, 2, 1, 4, 3, 3, 1, 2, 4, 3, 1, 4, 1, 3, 1, 2, 3, 4, 4, 3, 1, 4, 1, 4, 3, 2, 4, 2, 2, 3, 4, 3, 1, 2, 2, 3, 3, 3, 1, 3, 4, 2, 3, 2, 3, 4, 1, 4, 4, 2, 4, 4, 3, 3, 3, 3, 1, 2, 4, 2, 1, 3, 2, 1, 4, 1, 1, 2, 1, 2, 3, 4, 2, 4, 3, 4, 3, 2, 4, 2, 4, 3, 2, 4, 1, 2, 4, 2, 1, 2, 2, 4, 3, 1, 3, 1, 4, 3, 1, 3, 2, 2, 4, 4, 3, 2, 3, 2, 4, 3, 2, 4, 3, 1, 4, 2, 1, 1, 4, 3, 4, 3, 4, 1, 1, 4, 1, 1, 2, 2, 1, 3, 1, 4, 2, 3, 4, 1, 2, 2, 1, 1, 1, 4, 4, 4, 2, 2, 2, 1, 1, 3, 3, 2, 2, 1, 3, 2, 4, 4, 3, 4, 1, 4, 1, 2, 3, 1, 1, 3, 3, 2, 1, 3, 2, 4, 3, 1, 2, 3, 3, 1, 3, 4, 1, 2, 2, 1, 1, 1, 1, 3, 4, 2, 4, 2, 4, 3, 2, 2, 1, 4, 3, 1, 1, 3, 2, 3, 1, 4, 1, 4"
"N216_M10_normal_Y1A0L5T8";"Y1A0L5T8";216;10;"normal";"random";"3, 1, 2, 1, 4, 3, 4, 3, 3, 4, 3, 2, 4, 1, 2, 1, 3, 1, 1, 4, 2, 3, 3, 3, 2, 3, 4, 1, 2, 4, 3, 1, 2, 4, 4, 2, 4, 2, 2, 4, 3, 1, 1, 4, 3, 2, 1, 3, 1, 2, 2, 1, 4, 2, 1, 3, 1, 4, 1, 3, 2, 1, 1, 2, 3, 3, 3, 2, 2, 3, 3, 1, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 2, 1, 1, 4, 4, 2, 2, 4, 4, 2, 1, 1, 3, 2, 4, 2, 3, 3, 2, 2, 3, 3, 2, 1, 3, 1, 1, 4, 4, 3, 1, 2, 3, 1, 1, 1, 3, 2, 2, 2, 4, 4, 4, 3, 4, 3, 4, 2, 2, 3, 4, 3, 4, 1, 2, 3, 2, 1, 1, 4, 4, 1, 4, 1, 1, 1, 1, 1, 3, 2, 4, 2, 4, 1, 3, 1, 4, 4, 4, 3, 4, 1, 3, 4, 3, 1, 2, 4, 3, 2, 2, 2, 2, 1, 2, 4, 1, 1, 3, 4, 3, 3, 4, 4, 3, 1, 3, 3, 1, 4, 3, 2, 2, 4, 4, 4, 4, 1, 4, 3, 4, 4, 2, 3, 2, 2, 4, 1, 1, 2, 2"
"N132_M3_normal-wide_Q0D3I8V4";"Q0D3I8V4";132;3;"normal-wide";"ace-exchange";"2, 1, 4, 4, 2, 4, 1, 4, 2, 3, 2, 3, 3, 1, 1, 3, 3, 3, 2, 3, 4, 2, 4, 3, 2, 1, 1, 2, 1, 3, 3, 4, 4, 1, 4, 3, 2, 3, 1, 1, 3, 2, 1, 3, 3, 4, 2, 1, 3, 4, 4, 2, 1, 1, 2, 1, 3, 2, 2, 1, 1, 1, 2, 1, 4, 2, 2, 2, 4, 1, 2, 2, 3, 4, 3, 1, 2, 4, 4, 2, 2, 3, 2, 4, 1, 4, 3, 2, 3, 4, 4, 1, 4, 3, 3, 2, 4, 3, 1, 4, 3, 1, 1, 1, 2, 2, 3, 3, 2, 1, 4, 4, 3, 1, 1, 4, 3, 1, 2, 1, 1, 4, 4, 4, 2, 4, 4, 3, 2, 3, 3, 4"
"N132_M3_normal-wide_Q0D3I8V4";"Q0D3I8V4";132;3;"normal-wide";"k-means-exchange";"1, 4, 3, 3, 1, 3, 1, 2, 4, 2, 2, 2, 4, 3, 1, 1, 2, 4, 2, 3, 4, 3, 3, 4, 4, 1, 2, 1, 1, 3, 2, 4, 1, 2, 2, 1, 4, 4, 1, 4, 4, 4, 2, 2, 3, 2, 2, 4, 1, 1, 1, 2, 1, 3, 3, 3, 3, 4, 4, 4, 2, 2, 3, 2, 1, 1, 3, 3, 1, 1, 3, 2, 4, 1, 1, 2, 1, 3, 1, 2, 3, 3, 4, 4, 2, 2, 3, 1, 4, 2, 4, 1, 1, 4, 4, 4, 4, 3, 3, 3, 3, 3, 1, 1, 3, 2, 4, 2, 2, 2, 2, 3, 2, 3, 4, 3, 3, 3, 1, 4, 1, 4, 2, 1, 4, 4, 1, 1, 3, 2, 2, 4"
"N132_M3_normal-wide_Q0D3I8V4";"Q0D3I8V4";132;3;"normal-wide";"kplus";"4, 4, 1, 4, 2, 1, 1, 2, 2, 2, 1, 1, 3, 1, 3, 2, 4, 2, 1, 3, 3, 1, 3, 1, 1, 1, 3, 2, 3, 3, 3, 1, 3, 4, 2, 4, 3, 2, 4, 2, 4, 2, 3, 3, 4, 2, 1, 4, 3, 2, 1, 3, 3, 2, 1, 4, 4, 3, 2, 4, 3, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 3, 3, 3, 4, 2, 2, 4, 1, 4, 1, 2, 4, 4, 3, 3, 4, 4, 4, 1, 3, 4, 4, 1, 2, 1, 2, 2, 3, 4, 4, 4, 2, 4, 2, 2, 2, 2, 3, 1, 4, 3, 1, 2, 2, 4, 4, 1, 3, 4, 3, 2, 4, 3, 3, 3, 1, 2, 3, 1, 1, 2"
