"ID";"method";"file";"N";"M";"DIST";"dist_obj";"means_obj";"sd_obj"
"G3H6E1K8";"k-means-exchange";"N210_M2_uniform_G3H6E1K8";210;2;"uniform";3785.42420429497;6.79146997364932e-05;0.0282772521762787
"G3H6E1K8";"kplus";"N210_M2_uniform_G3H6E1K8";210;2;"uniform";3787.75036715458;0.000105401486091894;0.000366338529236038
"G3H6E1K8";"random";"N210_M2_uniform_G3H6E1K8";210;2;"uniform";3782.38564751726;0.0296456021988499;0.0347802118470303
"G7F5L6N3";"ace-exchange";"N60_M2_uniform_G7F5L6N3";60;2;"uniform";309.661909617179;0.00522999519598677;0.00406406529253514
"G7F5L6N3";"k-means-exchange";"N60_M2_uniform_G7F5L6N3";60;2;"uniform";306.940635526349;0.00074388749781068;0.0378718337555734
"G7F5L6N3";"kplus";"N60_M2_uniform_G7F5L6N3";60;2;"uniform";306.311834842149;0.00162203700747349;0.0056802601671945
"G7F5L6N3";"random";"N60_M2_uniform_G7F5L6N3";60;2;"uniform";302.63819581032;0.090785918920301;0.0551818061061567
"H2Q6J5S1";"ace-exchange";"N120_M1_normal-wide_H2Q6J5S1";120;1;"normal-wide";5489.88654636917;0.0394895756741704;0.100085730401917
"H2Q6J5S1";"k-means-exchange";"N120_M1_normal-wide_H2Q6J5S1";120;1;"normal-wide";5418.09573561099;2.30259036681502e-05;0.818896362789381
"H2Q6J5S1";"kplus";"N120_M1_normal-wide_H2Q6J5S1";120;1;"normal-wide";5439.10895344448;0.000179383142877965;3.96686783883382e-05
"H2Q6J5S1";"random";"N120_M1_normal-wide_H2Q6J5S1";120;1;"normal-wide";5368.91198807105;0.576367264309442;0.266499740139559
"J6W8N7T3";"ace-exchange";"N210_M4_normal_J6W8N7T3";210;4;"normal";20313.2470319769;0.0115656441212294;0.0381386469985069
"J6W8N7T3";"k-means-exchange";"N210_M4_normal_J6W8N7T3";210;4;"normal";20249.4277189604;0.00185610663860528;0.107583033491616
"J6W8N7T3";"kplus";"N210_M4_normal_J6W8N7T3";210;4;"normal";20271.4173248543;0.00350500933415814;0.00200013772803953
"J6W8N7T3";"random";"N210_M4_normal_J6W8N7T3";210;4;"normal";20195.1715232216;0.209431237833379;0.0897193852991938
"J8T5H3R7";"ace-exchange";"N210_M3_normal_J8T5H3R7";210;3;"normal";16045.5002051318;0.0122608856585251;0.0205122049764008
"J8T5H3R7";"k-means-exchange";"N210_M3_normal_J8T5H3R7";210;3;"normal";15983.6009088299;0.000693927682505551;0.116164673401776
"J8T5H3R7";"kplus";"N210_M3_normal_J8T5H3R7";210;3;"normal";16001.5827823063;0.00184070644743339;0.00109470325021625
"J8T5H3R7";"random";"N210_M3_normal_J8T5H3R7";210;3;"normal";15943.4938300124;0.163531488207657;0.0887386614543931
"J8W9R0S6";"ace-exchange";"N60_M1_normal-wide_J8W9R0S6";60;1;"normal-wide";1359.12663679162;0.0961276289939428;0.337043294712043
"J8W9R0S6";"k-means-exchange";"N60_M1_normal-wide_J8W9R0S6";60;1;"normal-wide";1318.44864011967;0.000345922803106302;1.2210077539796
"J8W9R0S6";"kplus";"N60_M1_normal-wide_J8W9R0S6";60;1;"normal-wide";1343.05914767375;0.000814655250664598;0.000412812018677045
"J8W9R0S6";"random";"N60_M1_normal-wide_J8W9R0S6";60;1;"normal-wide";1337.93687230772;0.570968983043681;0.383802009473247
"K0W8N6I9";"ace-exchange";"N30_M3_uniform_K0W8N6I9";30;3;"uniform";94.9211619563137;0.0256887001451103;0.0370844656666399
"K0W8N6I9";"k-means-exchange";"N30_M3_uniform_K0W8N6I9";30;3;"uniform";92.7489508200176;0.0116970127370829;0.121922560483862
"K0W8N6I9";"kplus";"N30_M3_uniform_K0W8N6I9";30;3;"uniform";94.1558994788321;0.0211090501553069;0.0274505557013356
"K0W8N6I9";"random";"N30_M3_uniform_K0W8N6I9";30;3;"uniform";91.5907433191866;0.132498798961751;0.0755908570405564
"K2H7D1M3";"ace-exchange";"N30_M2_normal_K2H7D1M3";30;2;"normal";236.048766327203;0.0546787516441126;0.205551650773867
"K2H7D1M3";"k-means-exchange";"N30_M2_normal_K2H7D1M3";30;2;"normal";233.718056267406;0.00693260014824751;0.224714960561731
"K2H7D1M3";"kplus";"N30_M2_normal_K2H7D1M3";30;2;"normal";231.198713122324;0.0343361578551101;0.0235394798868817
"K2H7D1M3";"random";"N30_M2_normal_K2H7D1M3";30;2;"normal";227.559589475862;0.281400704832723;0.459116320210518
"K3U6B4R8";"ace-exchange";"N120_M3_normal_K3U6B4R8";120;3;"normal";5004.43701671256;0.0162208488274158;0.0591521484303165
"K3U6B4R8";"k-means-exchange";"N120_M3_normal_K3U6B4R8";120;3;"normal";4975.22732664546;0.00260195713358107;0.186099161970218
"K3U6B4R8";"kplus";"N120_M3_normal_K3U6B4R8";120;3;"normal";4986.02926643427;0.00330669483968723;0.00290395689402079
"K3U6B4R8";"random";"N120_M3_normal_K3U6B4R8";120;3;"normal";4950.91037260328;0.159349587192039;0.193651600590076
"K6P0Y8N7";"ace-exchange";"N30_M1_normal-wide_K6P0Y8N7";30;1;"normal-wide";299.599045936687;0.222482912796399;0.340731187937205
"K6P0Y8N7";"k-means-exchange";"N30_M1_normal-wide_K6P0Y8N7";30;1;"normal-wide";294.690795029763;0.00244453836375603;0.403663587458128
"K6P0Y8N7";"kplus";"N30_M1_normal-wide_K6P0Y8N7";30;1;"normal-wide";294.986237260536;0.0131409954584243;0.00153302678067613
"K6P0Y8N7";"random";"N30_M1_normal-wide_K6P0Y8N7";30;1;"normal-wide";288.719881861758;0.948584626436029;0.742476776268443
"L4A0O2N1";"ace-exchange";"N210_M1_normal_L4A0O2N1";210;1;"normal";7840.09052193881;0.00988114424894184;0.0344720787669548
"L4A0O2N1";"k-means-exchange";"N210_M1_normal_L4A0O2N1";210;1;"normal";7815.02138201416;3.5873549997234e-06;0.191265289744664
"L4A0O2N1";"kplus";"N210_M1_normal_L4A0O2N1";210;1;"normal";7808.917262325;2.60803225025918e-06;3.85064245533862e-06
"L4A0O2N1";"random";"N210_M1_normal_L4A0O2N1";210;1;"normal";7769.0120246374;0.261802802566287;0.156843350079771
"L5G6H7T1";"ace-exchange";"N120_M3_normal_L5G6H7T1";120;3;"normal";5101.35813868887;0.0103167140273284;0.0477331999463635
"L5G6H7T1";"k-means-exchange";"N120_M3_normal_L5G6H7T1";120;3;"normal";5074.50412909547;0.00313430641273979;0.202094347103555
"L5G6H7T1";"kplus";"N120_M3_normal_L5G6H7T1";120;3;"normal";5075.28553368892;0.00532655776730615;0.00293662360930499
"L5G6H7T1";"random";"N120_M3_normal_L5G6H7T1";120;3;"normal";5049.19473166957;0.225162223370069;0.212409020393326
"L8O3N0E5";"ace-exchange";"N120_M2_normal_L8O3N0E5";120;2;"normal";4178.8998162114;0.0119036688613574;0.0514795599891228
"L8O3N0E5";"k-means-exchange";"N120_M2_normal_L8O3N0E5";120;2;"normal";4167.04429874596;0.000998864181361779;0.163017361835768
"L8O3N0E5";"kplus";"N120_M2_normal_L8O3N0E5";120;2;"normal";4158.11120164121;0.00179544768053303;0.00140997221785905
"L8O3N0E5";"random";"N120_M2_normal_L8O3N0E5";120;2;"normal";4063.22985792904;0.457120016980437;0.169427390995383
"M3N5R2K4";"ace-exchange";"N60_M4_uniform_M3N5R2K4";60;4;"uniform";442.266317163793;0.0163698873890099;0.0291278543439749
"M3N5R2K4";"k-means-exchange";"N60_M4_uniform_M3N5R2K4";60;4;"uniform";438.396090165482;0.00532120937714353;0.0519169134609402
"M3N5R2K4";"kplus";"N60_M4_uniform_M3N5R2K4";60;4;"uniform";439.860290127064;0.00284349720168392;0.0127918940253679
"M3N5R2K4";"random";"N60_M4_uniform_M3N5R2K4";60;4;"uniform";430.897348744498;0.0890530617209152;0.0766483282205578
"M6A2Q5K4";"ace-exchange";"N30_M3_uniform_M6A2Q5K4";30;3;"uniform";89.7738691033459;0.0222410047349211;0.0296824458990528
"M6A2Q5K4";"k-means-exchange";"N30_M3_uniform_M6A2Q5K4";30;3;"uniform";88.5596466141792;0.00824334442925956;0.056141879269811
"M6A2Q5K4";"kplus";"N30_M3_uniform_M6A2Q5K4";30;3;"uniform";89.3236643941978;0.0148406430535639;0.0352671007455501
"M6A2Q5K4";"random";"N30_M3_uniform_M6A2Q5K4";30;3;"uniform";85.7264658676521;0.140925671369769;0.0660272610070902
"M8V9H6C3";"ace-exchange";"N210_M2_normal_M8V9H6C3";210;2;"normal";12698.7014787488;0.0101585259195897;0.0215084503255544
"M8V9H6C3";"k-means-exchange";"N210_M2_normal_M8V9H6C3";210;2;"normal";12653.2862760849;0.000236354923720096;0.208629790837853
"M8V9H6C3";"kplus";"N210_M2_normal_M8V9H6C3";210;2;"normal";12662.5537170982;0.000481356837891234;0.000309500918326044
"M8V9H6C3";"random";"N210_M2_normal_M8V9H6C3";210;2;"normal";12612.3233930201;0.197565994316522;0.132241638951794
"M9E3K1U8";"ace-exchange";"N60_M4_normal_M9E3K1U8";60;4;"normal";1472.46473591596;0.0764650490135516;0.0750872615182247
"M9E3K1U8";"k-means-exchange";"N60_M4_normal_M9E3K1U8";60;4;"normal";1456.43147916436;0.0157853097782185;0.400701882597242
"M9E3K1U8";"kplus";"N60_M4_normal_M9E3K1U8";60;4;"normal";1467.94236453384;0.0202077924264325;0.0235900952076789
"M9E3K1U8";"random";"N60_M4_normal_M9E3K1U8";60;4;"normal";1443.46946612158;0.344672317422176;0.256385640766584
"N4E1A3C6";"ace-exchange";"N120_M4_normal_N4E1A3C6";120;4;"normal";6254.62091591947;0.0254765651906849;0.0591441189141393
"N4E1A3C6";"k-means-exchange";"N120_M4_normal_N4E1A3C6";120;4;"normal";6227.01439938695;0.00385971195745053;0.208598778908689
"N4E1A3C6";"kplus";"N120_M4_normal_N4E1A3C6";120;4;"normal";6239.30050241739;0.00757150035666733;0.00768373880790232
"N4E1A3C6";"random";"N120_M4_normal_N4E1A3C6";120;4;"normal";6171.45783794113;0.297967634872941;0.221529771130242
"N9R2C3U8";"ace-exchange";"N210_M2_uniform_N9R2C3U8";210;2;"uniform";3849.236899517;0.00126105672347226;0.00297997666558542
"N9R2C3U8";"k-means-exchange";"N210_M2_uniform_N9R2C3U8";210;2;"uniform";3831.92649075862;8.7532035208171e-05;0.0184948044122781
"N9R2C3U8";"kplus";"N210_M2_uniform_N9R2C3U8";210;2;"uniform";3835.44177845193;0.000176418522772059;0.000326025379530331
"N9R2C3U8";"random";"N210_M2_uniform_N9R2C3U8";210;2;"uniform";3836.89992754722;0.0134728191769682;0.0220976937093412
"P0U2B9X8";"ace-exchange";"N60_M3_normal-wide_P0U2B9X8";60;3;"normal-wide";2931.03036945592;0.124482482834917;0.160064036661817
"P0U2B9X8";"k-means-exchange";"N60_M3_normal-wide_P0U2B9X8";60;3;"normal-wide";2896.8631082789;0.0351560190954091;0.701867325984354
"P0U2B9X8";"kplus";"N60_M3_normal-wide_P0U2B9X8";60;3;"normal-wide";2915.19623949512;0.0859389048944068;0.0200482470765944
"P0U2B9X8";"random";"N60_M3_normal-wide_P0U2B9X8";60;3;"normal-wide";2856.02122172733;0.681013105464954;0.640822200211314
"P0Z3J8G5";"ace-exchange";"N60_M4_uniform_P0Z3J8G5";60;4;"uniform";456.560576772663;0.0107190524053294;0.0188492535098843
"P0Z3J8G5";"k-means-exchange";"N60_M4_uniform_P0Z3J8G5";60;4;"uniform";452.824679145695;0.0046396520367126;0.0633323365755993
"P0Z3J8G5";"kplus";"N60_M4_uniform_P0Z3J8G5";60;4;"uniform";453.711139200029;0.00709495798510031;0.0103768560592336
"P0Z3J8G5";"random";"N60_M4_uniform_P0Z3J8G5";60;4;"uniform";435.869765722926;0.166329461711575;0.0472578128681181
"P2J5C3F6";"ace-exchange";"N120_M3_normal-wide_P2J5C3F6";120;3;"normal-wide";10425.3066281322;0.0231607783420464;0.114821309960157
"P2J5C3F6";"k-means-exchange";"N120_M3_normal-wide_P2J5C3F6";120;3;"normal-wide";10359.6867009383;0.008915556779514;0.208867346707374
"P2J5C3F6";"kplus";"N120_M3_normal-wide_P2J5C3F6";120;3;"normal-wide";10373.8809095729;0.0150937832540374;0.00409123767330836
"P2J5C3F6";"random";"N120_M3_normal-wide_P2J5C3F6";120;3;"normal-wide";10322.6644692109;0.356059857414682;0.272813154398062
"Q1U8M2R7";"ace-exchange";"N120_M2_normal_Q1U8M2R7";120;2;"normal";4444.32701919203;0.0275866074166003;0.0664164098292485
"Q1U8M2R7";"k-means-exchange";"N120_M2_normal_Q1U8M2R7";120;2;"normal";4416.22538673299;0.000948981580481995;0.117478753046774
"Q1U8M2R7";"kplus";"N120_M2_normal_Q1U8M2R7";120;2;"normal";4426.89174311173;0.00188934675032551;0.000467443078116747
"Q1U8M2R7";"random";"N120_M2_normal_Q1U8M2R7";120;2;"normal";4327.08204991376;0.40627028400317;0.276212550488674
"Q4C7O1Z3";"ace-exchange";"N60_M1_normal-wide_Q4C7O1Z3";60;1;"normal-wide";1135.3234736553;0.138184965144668;0.315176449681562
"Q4C7O1Z3";"k-means-exchange";"N60_M1_normal-wide_Q4C7O1Z3";60;1;"normal-wide";1099.83092864925;7.99898034762429e-05;1.06225735865297
"Q4C7O1Z3";"kplus";"N60_M1_normal-wide_Q4C7O1Z3";60;1;"normal-wide";1114.05830653948;0.00085849187849597;0.000130367225325667
"Q4C7O1Z3";"random";"N60_M1_normal-wide_Q4C7O1Z3";60;1;"normal-wide";1117.06595805665;0.219929128524899;0.408279605514873
"Q8M9I0P1";"ace-exchange";"N30_M2_normal-wide_Q8M9I0P1";30;2;"normal-wide";503.050044307102;0.270904761816956;0.25579666814891
"Q8M9I0P1";"k-means-exchange";"N30_M2_normal-wide_Q8M9I0P1";30;2;"normal-wide";498.700830398176;0.0292128635102858;0.70145319178216
"Q8M9I0P1";"kplus";"N30_M2_normal-wide_Q8M9I0P1";30;2;"normal-wide";495.854750138764;0.149196589794617;0.0263611695917785
"Q8M9I0P1";"random";"N30_M2_normal-wide_Q8M9I0P1";30;2;"normal-wide";463.067296913139;1.44668838464186;0.547810817037628
"R1Z7N0J8";"ace-exchange";"N210_M1_normal-wide_R1Z7N0J8";210;1;"normal-wide";15214.7786036944;0.0348945597063478;0.0346810100322372
"R1Z7N0J8";"k-means-exchange";"N210_M1_normal-wide_R1Z7N0J8";210;1;"normal-wide";15105.5423059774;1.44768088902736e-06;0.434214215349676
"R1Z7N0J8";"kplus";"N210_M1_normal-wide_R1Z7N0J8";210;1;"normal-wide";15117.9886313475;2.2044276887595e-05;1.15700961933474e-05
"R1Z7N0J8";"random";"N210_M1_normal-wide_R1Z7N0J8";210;1;"normal-wide";15078.1337018705;0.473939025852058;0.369922960805097
"R4Q9S8A5";"ace-exchange";"N60_M1_uniform_R4Q9S8A5";60;1;"uniform";192.300651783589;0.0103701033978723;0.0074350060535916
"R4Q9S8A5";"k-means-exchange";"N60_M1_uniform_R4Q9S8A5";60;1;"uniform";190.008206839208;2.9738922603495e-05;0.0563850915538619
"R4Q9S8A5";"kplus";"N60_M1_uniform_R4Q9S8A5";60;1;"uniform";190.889064526651;0.000171815149951793;0.000234081096093741
"R4Q9S8A5";"random";"N60_M1_uniform_R4Q9S8A5";60;1;"uniform";189.563148342539;0.0602565197157672;0.0390972863104628
"R5I0M2E7";"ace-exchange";"N210_M2_normal-wide_R5I0M2E7";210;2;"normal-wide";25869.2793883;0.0246848992825083;0.014145795595607
"R5I0M2E7";"k-means-exchange";"N210_M2_normal-wide_R5I0M2E7";210;2;"normal-wide";25783.1180377362;0.000800561622934095;0.244286223847383
"R5I0M2E7";"kplus";"N210_M2_normal-wide_R5I0M2E7";210;2;"normal-wide";25778.3396050269;0.00141285371724218;0.000260216319991846
"R5I0M2E7";"random";"N210_M2_normal-wide_R5I0M2E7";210;2;"normal-wide";25717.4224139056;0.429483176203393;0.208616757915451
"R5W1Z2C7";"ace-exchange";"N30_M4_normal-wide_R5W1Z2C7";30;4;"normal-wide";804.87716560364;0.310528655602375;0.661097161052383
"R5W1Z2C7";"k-means-exchange";"N30_M4_normal-wide_R5W1Z2C7";30;4;"normal-wide";792.312078782511;0.11280895599532;1.1240198180387
"R5W1Z2C7";"kplus";"N30_M4_normal-wide_R5W1Z2C7";30;4;"normal-wide";791.80521743068;0.541244112625048;0.10819209429562
"R5W1Z2C7";"random";"N30_M4_normal-wide_R5W1Z2C7";30;4;"normal-wide";779.498941951007;1.2060811799497;0.914574155415876
"R8X3T5U9";"ace-exchange";"N120_M3_normal-wide_R8X3T5U9";120;3;"normal-wide";10384.8571724613;0.0336167275062286;0.0819915609155996
"R8X3T5U9";"k-means-exchange";"N120_M3_normal-wide_R8X3T5U9";120;3;"normal-wide";10326.5854945314;0.00842398022681212;0.319596304292567
"R8X3T5U9";"kplus";"N120_M3_normal-wide_R8X3T5U9";120;3;"normal-wide";10342.3982611059;0.0129280909948606;0.00528297842299737
"R8X3T5U9";"random";"N120_M3_normal-wide_R8X3T5U9";120;3;"normal-wide";10113.8659578053;0.865673740856418;0.281680233287917
"S0G8A1D3";"ace-exchange";"N30_M2_uniform_S0G8A1D3";30;2;"uniform";72.3934020398051;0.0142301158979534;0.0243770888488274
"S0G8A1D3";"k-means-exchange";"N30_M2_uniform_S0G8A1D3";30;2;"uniform";70.4896760875333;0.0031727925757877;0.148484339745393
"S0G8A1D3";"kplus";"N30_M2_uniform_S0G8A1D3";30;2;"uniform";71.7794535607203;0.00668963767820965;0.0090951943124844
"S0G8A1D3";"random";"N30_M2_uniform_S0G8A1D3";30;2;"uniform";69.305086281932;0.137530822947156;0.0954416380310162
"S1X6C9O8";"ace-exchange";"N30_M1_normal-wide_S1X6C9O8";30;1;"normal-wide";309.092265406811;0.310784220416604;0.546360655322392
"S1X6C9O8";"k-means-exchange";"N30_M1_normal-wide_S1X6C9O8";30;1;"normal-wide";302.75239310967;0.00254601625997708;0.235799284698672
"S1X6C9O8";"kplus";"N30_M1_normal-wide_S1X6C9O8";30;1;"normal-wide";301.535193399898;0.0117802340034298;0.00360044955358085
"S1X6C9O8";"random";"N30_M1_normal-wide_S1X6C9O8";30;1;"normal-wide";297.363367735076;1.07127463878463;0.201924074925802
"S6U5V4B2";"ace-exchange";"N30_M3_uniform_S6U5V4B2";30;3;"uniform";92.371579973016;0.0115455959690733;0.0207864912094715
"S6U5V4B2";"k-means-exchange";"N30_M3_uniform_S6U5V4B2";30;3;"uniform";91.4246791551381;0.010838538990356;0.0840575267139312
"S6U5V4B2";"kplus";"N30_M3_uniform_S6U5V4B2";30;3;"uniform";91.385800879454;0.0130205389112233;0.0320120922313874
"S6U5V4B2";"random";"N30_M3_uniform_S6U5V4B2";30;3;"uniform";90.314086442641;0.08472314098229;0.1010665025217
"S6Z4F2D1";"ace-exchange";"N60_M4_normal-wide_S6Z4F2D1";60;4;"normal-wide";3318.22627123285;0.0843592560989481;0.174205100996748
"S6Z4F2D1";"k-means-exchange";"N60_M4_normal-wide_S6Z4F2D1";60;4;"normal-wide";3301.04145953186;0.0320823981588514;0.593223808014175
"S6Z4F2D1";"kplus";"N60_M4_normal-wide_S6Z4F2D1";60;4;"normal-wide";3300.63600133661;0.11469774261891;0.0248586863009636
"S6Z4F2D1";"random";"N60_M4_normal-wide_S6Z4F2D1";60;4;"normal-wide";3245.22032390244;0.589469459178913;0.492245967663301
"S7P2Q1R3";"ace-exchange";"N120_M4_normal-wide_S7P2Q1R3";120;4;"normal-wide";13295.2443201345;0.0535245389204849;0.174668251017622
"S7P2Q1R3";"k-means-exchange";"N120_M4_normal-wide_S7P2Q1R3";120;4;"normal-wide";13234.2370932539;0.0140137697481751;0.483434682904678
"S7P2Q1R3";"kplus";"N120_M4_normal-wide_S7P2Q1R3";120;4;"normal-wide";13228.1341503543;0.0331486140041317;0.0123899553645823
"S7P2Q1R3";"random";"N120_M4_normal-wide_S7P2Q1R3";120;4;"normal-wide";13074.8310344436;0.71906697077463;0.248425018407084
"S8G6Y1N3";"ace-exchange";"N60_M4_normal_S8G6Y1N3";60;4;"normal";1484.84614826405;0.0538780459729508;0.167606391171451
"S8G6Y1N3";"k-means-exchange";"N60_M4_normal_S8G6Y1N3";60;4;"normal";1470.9681885816;0.0127768168324625;0.284025453442231
"S8G6Y1N3";"kplus";"N60_M4_normal_S8G6Y1N3";60;4;"normal";1476.95790113934;0.0381198323443062;0.0178523555357107
"S8G6Y1N3";"random";"N60_M4_normal_S8G6Y1N3";60;4;"normal";1423.04296253172;0.531214334677018;0.318567211914607
"S8T7K5U2";"ace-exchange";"N30_M1_uniform_S8T7K5U2";30;1;"uniform";42.8014273759909;0.0479894088814032;0.0384705054005602
"S8T7K5U2";"k-means-exchange";"N30_M1_uniform_S8T7K5U2";30;1;"uniform";41.7119385683909;0.000132799218408808;0.106320289868591
"S8T7K5U2";"kplus";"N30_M1_uniform_S8T7K5U2";30;1;"uniform";42.4578715222888;0.000383864250033894;0.00341296494473375
"S8T7K5U2";"random";"N30_M1_uniform_S8T7K5U2";30;1;"uniform";38.8930652406998;0.166116138733923;0.0911084183304656
"T0L6S9K5";"ace-exchange";"N60_M3_normal-wide_T0L6S9K5";60;3;"normal-wide";2546.08043952744;0.0698649090240888;0.152649137291541
"T0L6S9K5";"k-means-exchange";"N60_M3_normal-wide_T0L6S9K5";60;3;"normal-wide";2522.29654548532;0.0217241993383856;0.500928947364463
"T0L6S9K5";"kplus";"N60_M3_normal-wide_T0L6S9K5";60;3;"normal-wide";2533.17000049593;0.0565488211887771;0.0177086251860622
"T0L6S9K5";"random";"N60_M3_normal-wide_T0L6S9K5";60;3;"normal-wide";2482.61532820715;0.803165756523991;0.413281034290361
"T7V6J2K8";"ace-exchange";"N210_M1_normal_T7V6J2K8";210;1;"normal";8566.76563279259;0.0100268265497525;0.00764448226729897
